CELL_ID,VALUE,ANNOTATION_LABEL
1,13,Cluster 13 - ECad+ distal tubule cells
2,13,Cluster 13 - ECad+ distal tubule cells
3,4,Cluster 4 - Keratin+ proximal tubule cells
4,12,Cluster 12 - ECad+ Keratin+ tubule cells
5,13,Cluster 13 - ECad+ distal tubule cells
6,12,Cluster 12 - ECad+ Keratin+ tubule cells
7,13,Cluster 13 - ECad+ distal tubule cells
8,12,Cluster 12 - ECad+ Keratin+ tubule cells
9,12,Cluster 12 - ECad+ Keratin+ tubule cells
10,12,Cluster 12 - ECad+ Keratin+ tubule cells
11,9,Cluster 9 - other cells
12,4,Cluster 4 - Keratin+ proximal tubule cells
13,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
14,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
15,13,Cluster 13 - ECad+ distal tubule cells
16,13,Cluster 13 - ECad+ distal tubule cells
17,4,Cluster 4 - Keratin+ proximal tubule cells
18,15,Cluster 15 - CD66+ MPO+ cells
19,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
20,13,Cluster 13 - ECad+ distal tubule cells
21,4,Cluster 4 - Keratin+ proximal tubule cells
22,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
23,13,Cluster 13 - ECad+ distal tubule cells
24,4,Cluster 4 - Keratin+ proximal tubule cells
25,13,Cluster 13 - ECad+ distal tubule cells
26,14,Cluster 14 - Podoplanin+ CD34+ podocytes
27,15,Cluster 15 - CD66+ MPO+ cells
28,13,Cluster 13 - ECad+ distal tubule cells
29,13,Cluster 13 - ECad+ distal tubule cells
30,4,Cluster 4 - Keratin+ proximal tubule cells
31,14,Cluster 14 - Podoplanin+ CD34+ podocytes
32,4,Cluster 4 - Keratin+ proximal tubule cells
33,4,Cluster 4 - Keratin+ proximal tubule cells
34,14,Cluster 14 - Podoplanin+ CD34+ podocytes
35,14,Cluster 14 - Podoplanin+ CD34+ podocytes
36,13,Cluster 13 - ECad+ distal tubule cells
37,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
38,14,Cluster 14 - Podoplanin+ CD34+ podocytes
39,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
40,4,Cluster 4 - Keratin+ proximal tubule cells
41,15,Cluster 15 - CD66+ MPO+ cells
42,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
43,13,Cluster 13 - ECad+ distal tubule cells
44,4,Cluster 4 - Keratin+ proximal tubule cells
45,4,Cluster 4 - Keratin+ proximal tubule cells
46,4,Cluster 4 - Keratin+ proximal tubule cells
47,14,Cluster 14 - Podoplanin+ CD34+ podocytes
48,14,Cluster 14 - Podoplanin+ CD34+ podocytes
49,4,Cluster 4 - Keratin+ proximal tubule cells
