CELL_ID,VALUE,ANNOTATION_LABEL
1,9,Cluster 9 - other cells
2,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
3,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
4,6,Cluster 6 - CD3e+ CD4+ T cells
5,3,Cluster 3 - ECad+ Keratin+ tubule cells
6,3,Cluster 3 - ECad+ Keratin+ tubule cells
7,9,Cluster 9 - other cells
8,3,Cluster 3 - ECad+ Keratin+ tubule cells
9,3,Cluster 3 - ECad+ Keratin+ tubule cells
10,3,Cluster 3 - ECad+ Keratin+ tubule cells
11,1,Cluster 1 - CD3e+ CD8+ T cells
12,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
13,2,Cluster 2 - CD38+ IFNg+ cells
14,3,Cluster 3 - ECad+ Keratin+ tubule cells
15,3,Cluster 3 - ECad+ Keratin+ tubule cells
16,1,Cluster 1 - CD3e+ CD8+ T cells
17,10,Cluster 10 - aSMA+ Vimentin+ fibroblasts
18,3,Cluster 3 - ECad+ Keratin+ tubule cells
19,2,Cluster 2 - CD38+ IFNg+ cells
20,3,Cluster 3 - ECad+ Keratin+ tubule cells
21,1,Cluster 1 - CD3e+ CD8+ T cells
22,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
23,3,Cluster 3 - ECad+ Keratin+ tubule cells
24,2,Cluster 2 - CD38+ IFNg+ cells
25,9,Cluster 9 - other cells
26,9,Cluster 9 - other cells
27,1,Cluster 1 - CD3e+ CD8+ T cells
28,3,Cluster 3 - ECad+ Keratin+ tubule cells
29,6,Cluster 6 - CD3e+ CD4+ T cells
30,3,Cluster 3 - ECad+ Keratin+ tubule cells
31,6,Cluster 6 - CD3e+ CD4+ T cells
32,3,Cluster 3 - ECad+ Keratin+ tubule cells
33,3,Cluster 3 - ECad+ Keratin+ tubule cells
34,1,Cluster 1 - CD3e+ CD8+ T cells
35,10,Cluster 10 - aSMA+ Vimentin+ fibroblasts
36,5,Cluster 5 - Keratin+ proximal tubule cells
37,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
38,3,Cluster 3 - ECad+ Keratin+ tubule cells
39,1,Cluster 1 - CD3e+ CD8+ T cells
40,2,Cluster 2 - CD38+ IFNg+ cells
41,3,Cluster 3 - ECad+ Keratin+ tubule cells
42,3,Cluster 3 - ECad+ Keratin+ tubule cells
43,3,Cluster 3 - ECad+ Keratin+ tubule cells
44,3,Cluster 3 - ECad+ Keratin+ tubule cells
45,1,Cluster 1 - CD3e+ CD8+ T cells
46,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
47,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
48,3,Cluster 3 - ECad+ Keratin+ tubule cells
49,9,Cluster 9 - other cells
50,6,Cluster 6 - CD3e+ CD4+ T cells
51,3,Cluster 3 - ECad+ Keratin+ tubule cells
52,6,Cluster 6 - CD3e+ CD4+ T cells
53,2,Cluster 2 - CD38+ IFNg+ cells
54,1,Cluster 1 - CD3e+ CD8+ T cells
55,5,Cluster 5 - Keratin+ proximal tubule cells
56,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
57,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
