CELL_ID,VALUE,ANNOTATION_LABEL
1,10,Endothelial
2,6,Podocytes
3,6,Podocytes
4,10,Endothelial
5,10,Endothelial
6,3,Stromal cells
7,10,Endothelial
8,10,Endothelial
9,10,Endothelial
10,10,Endothelial
11,10,Endothelial
12,10,Endothelial
13,10,Endothelial
14,8,non-specific
15,3,Stromal cells
16,6,Podocytes
17,10,Endothelial
18,6,Podocytes
19,10,Endothelial
20,10,Endothelial
21,3,Stromal cells
22,10,Endothelial
23,6,Podocytes
24,10,Endothelial
25,6,Podocytes
26,6,Podocytes
27,10,Endothelial
28,6,Podocytes
29,6,Podocytes
30,10,Endothelial
31,6,Podocytes
32,10,Endothelial
33,10,Endothelial
34,6,Podocytes
35,10,Endothelial
36,10,Endothelial
37,10,Endothelial
38,10,Endothelial
39,10,Endothelial
40,10,Endothelial
41,8,non-specific
42,8,non-specific
43,10,Endothelial
44,8,non-specific
45,0,Macrophages
46,6,Podocytes
47,0,Macrophages
48,10,Endothelial
49,6,Podocytes
50,10,Endothelial
51,3,Stromal cells
52,1,Dist. tube
53,6,Podocytes
54,10,Endothelial
55,3,Stromal cells
56,8,non-specific
57,10,Endothelial
58,8,non-specific
59,8,non-specific
60,6,Podocytes
61,8,non-specific
62,1,Dist. tube
63,8,non-specific
64,8,non-specific
65,9,CD8 T cells
66,6,Podocytes
67,0,Macrophages
68,1,Dist. tube
69,6,Podocytes
70,3,Stromal cells
71,6,Podocytes
72,10,Endothelial
73,6,Podocytes
74,7,Prox. tube
75,1,Dist. tube
76,9,CD8 T cells
77,10,Endothelial
78,0,Macrophages
79,6,Podocytes
80,8,non-specific
81,7,Prox. tube
82,8,non-specific
83,6,Podocytes
84,9,CD8 T cells
85,7,Prox. tube
86,6,Podocytes
87,10,Endothelial
88,6,Podocytes
89,1,Dist. tube
90,10,Endothelial
91,3,Stromal cells
92,3,Stromal cells
93,3,Stromal cells
94,10,Endothelial
95,10,Endothelial
96,10,Endothelial
97,3,Stromal cells
98,1,Dist. tube
99,1,Dist. tube
100,10,Endothelial
101,10,Endothelial
102,6,Podocytes
103,8,non-specific
104,8,non-specific
105,3,Stromal cells
106,10,Endothelial
107,10,Endothelial
108,10,Endothelial
109,1,Dist. tube
110,6,Podocytes
111,10,Endothelial
112,1,Dist. tube
113,2,CD4 T cells
114,9,CD8 T cells
115,7,Prox. tube
116,10,Endothelial
117,7,Prox. tube
118,1,Dist. tube
119,3,Stromal cells
120,10,Endothelial
121,4,Duct
122,1,Dist. tube
123,10,Endothelial
124,2,CD4 T cells
125,1,Dist. tube
126,7,Prox. tube
127,1,Dist. tube
128,3,Stromal cells
129,3,Stromal cells
130,10,Endothelial
131,7,Prox. tube
132,10,Endothelial
133,1,Dist. tube
134,10,Endothelial
135,2,CD4 T cells
136,7,Prox. tube
137,1,Dist. tube
138,4,Duct
139,10,Endothelial
140,10,Endothelial
141,8,non-specific
142,10,Endothelial
143,6,Podocytes
144,4,Duct
145,1,Dist. tube
146,1,Dist. tube
147,4,Duct
148,8,non-specific
149,8,non-specific
150,7,Prox. tube
151,1,Dist. tube
152,4,Duct
153,8,non-specific
154,1,Dist. tube
155,10,Endothelial
156,10,Endothelial
157,10,Endothelial
158,10,Endothelial
159,10,Endothelial
160,8,non-specific
161,7,Prox. tube
162,7,Prox. tube
163,2,CD4 T cells
164,1,Dist. tube
165,6,Podocytes
166,10,Endothelial
167,7,Prox. tube
168,1,Dist. tube
169,3,Stromal cells
170,4,Duct
171,10,Endothelial
172,8,non-specific
173,7,Prox. tube
174,1,Dist. tube
175,0,Macrophages
176,6,Podocytes
177,1,Dist. tube
178,1,Dist. tube
179,2,CD4 T cells
180,9,CD8 T cells
181,6,Podocytes
182,8,non-specific
183,9,CD8 T cells
184,1,Dist. tube
185,2,CD4 T cells
186,9,CD8 T cells
187,9,CD8 T cells
188,1,Dist. tube
189,2,CD4 T cells
190,10,Endothelial
191,1,Dist. tube
192,1,Dist. tube
193,3,Stromal cells
194,6,Podocytes
195,0,Macrophages
196,7,Prox. tube
197,0,Macrophages
198,1,Dist. tube
199,10,Endothelial
200,1,Dist. tube
201,0,Macrophages
202,2,CD4 T cells
203,9,CD8 T cells
204,10,Endothelial
205,6,Podocytes
206,2,CD4 T cells
207,1,Dist. tube
208,9,CD8 T cells
209,1,Dist. tube
210,1,Dist. tube
211,1,Dist. tube
212,1,Dist. tube
213,6,Podocytes
214,1,Dist. tube
215,2,CD4 T cells
216,8,non-specific
217,7,Prox. tube
218,2,CD4 T cells
219,9,CD8 T cells
220,1,Dist. tube
221,6,Podocytes
222,1,Dist. tube
223,1,Dist. tube
224,3,Stromal cells
225,10,Endothelial
226,7,Prox. tube
227,1,Dist. tube
228,1,Dist. tube
229,1,Dist. tube
230,8,non-specific
231,3,Stromal cells
232,10,Endothelial
233,10,Endothelial
234,10,Endothelial
235,0,Macrophages
236,1,Dist. tube
237,3,Stromal cells
238,10,Endothelial
239,6,Podocytes
240,1,Dist. tube
241,2,CD4 T cells
242,0,Macrophages
243,1,Dist. tube
244,7,Prox. tube
245,0,Macrophages
246,3,Stromal cells
247,7,Prox. tube
248,1,Dist. tube
249,9,CD8 T cells
250,8,non-specific
251,7,Prox. tube
252,6,Podocytes
253,1,Dist. tube
254,1,Dist. tube
255,10,Endothelial
256,3,Stromal cells
257,2,CD4 T cells
258,1,Dist. tube
259,10,Endothelial
260,7,Prox. tube
261,8,non-specific
262,0,Macrophages
263,1,Dist. tube
264,1,Dist. tube
265,8,non-specific
266,2,CD4 T cells
267,1,Dist. tube
268,1,Dist. tube
269,1,Dist. tube
270,10,Endothelial
271,7,Prox. tube
272,10,Endothelial
273,3,Stromal cells
274,1,Dist. tube
275,8,non-specific
276,10,Endothelial
277,1,Dist. tube
278,4,Duct
279,3,Stromal cells
280,3,Stromal cells
281,10,Endothelial
282,3,Stromal cells
283,7,Prox. tube
284,3,Stromal cells
285,10,Endothelial
286,2,CD4 T cells
287,7,Prox. tube
288,1,Dist. tube
289,3,Stromal cells
290,10,Endothelial
291,1,Dist. tube
292,1,Dist. tube
293,9,CD8 T cells
294,7,Prox. tube
295,7,Prox. tube
296,7,Prox. tube
297,3,Stromal cells
298,0,Macrophages
299,0,Macrophages
300,1,Dist. tube
301,3,Stromal cells
302,6,Podocytes
303,1,Dist. tube
304,7,Prox. tube
305,7,Prox. tube
306,3,Stromal cells
307,3,Stromal cells
308,1,Dist. tube
309,1,Dist. tube
310,1,Dist. tube
311,0,Macrophages
312,8,non-specific
313,1,Dist. tube
314,3,Stromal cells
315,6,Podocytes
316,4,Duct
317,3,Stromal cells
318,1,Dist. tube
319,7,Prox. tube
320,1,Dist. tube
321,1,Dist. tube
322,10,Endothelial
323,1,Dist. tube
324,7,Prox. tube
325,1,Dist. tube
326,10,Endothelial
327,3,Stromal cells
328,3,Stromal cells
329,0,Macrophages
330,7,Prox. tube
331,3,Stromal cells
332,1,Dist. tube
333,0,Macrophages
334,1,Dist. tube
335,7,Prox. tube
336,0,Macrophages
337,1,Dist. tube
338,2,CD4 T cells
339,0,Macrophages
340,7,Prox. tube
341,4,Duct
342,0,Macrophages
343,3,Stromal cells
344,10,Endothelial
345,7,Prox. tube
346,2,CD4 T cells
347,2,CD4 T cells
348,2,CD4 T cells
349,10,Endothelial
350,7,Prox. tube
351,10,Endothelial
352,1,Dist. tube
353,1,Dist. tube
354,7,Prox. tube
355,0,Macrophages
356,7,Prox. tube
357,4,Duct
358,10,Endothelial
359,10,Endothelial
360,3,Stromal cells
361,1,Dist. tube
362,8,non-specific
363,7,Prox. tube
364,0,Macrophages
365,0,Macrophages
366,3,Stromal cells
367,1,Dist. tube
368,10,Endothelial
369,1,Dist. tube
370,1,Dist. tube
371,10,Endothelial
372,9,CD8 T cells
