CELL_ID,VALUE,ANNOTATION_LABEL
1,9,Cluster 9 - other cells
2,9,Cluster 9 - other cells
3,5,Cluster 5 - Keratin+ proximal tubule cells
4,9,Cluster 9 - other cells
5,9,Cluster 9 - other cells
6,9,Cluster 9 - other cells
7,1,Cluster 1 - CD3e+ CD8+ T cells
8,2,Cluster 2 - CD38+ IFNg+ cells
9,2,Cluster 2 - CD38+ IFNg+ cells
10,1,Cluster 1 - CD3e+ CD8+ T cells
11,1,Cluster 1 - CD3e+ CD8+ T cells
12,1,Cluster 1 - CD3e+ CD8+ T cells
13,2,Cluster 2 - CD38+ IFNg+ cells
14,1,Cluster 1 - CD3e+ CD8+ T cells
15,9,Cluster 9 - other cells
16,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
17,9,Cluster 9 - other cells
18,9,Cluster 9 - other cells
19,2,Cluster 2 - CD38+ IFNg+ cells
20,9,Cluster 9 - other cells
21,1,Cluster 1 - CD3e+ CD8+ T cells
22,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
23,3,Cluster 3 - ECad+ Keratin+ tubule cells
24,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
25,9,Cluster 9 - other cells
26,9,Cluster 9 - other cells
27,11,Cluster 11 - CD20+ B cells
28,1,Cluster 1 - CD3e+ CD8+ T cells
29,9,Cluster 9 - other cells
30,3,Cluster 3 - ECad+ Keratin+ tubule cells
31,9,Cluster 9 - other cells
32,9,Cluster 9 - other cells
33,3,Cluster 3 - ECad+ Keratin+ tubule cells
34,9,Cluster 9 - other cells
35,1,Cluster 1 - CD3e+ CD8+ T cells
36,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
37,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
38,5,Cluster 5 - Keratin+ proximal tubule cells
39,5,Cluster 5 - Keratin+ proximal tubule cells
40,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
41,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
42,2,Cluster 2 - CD38+ IFNg+ cells
43,9,Cluster 9 - other cells
44,1,Cluster 1 - CD3e+ CD8+ T cells
45,6,Cluster 6 - CD3e+ CD4+ T cells
46,2,Cluster 2 - CD38+ IFNg+ cells
47,1,Cluster 1 - CD3e+ CD8+ T cells
48,9,Cluster 9 - other cells
49,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
50,1,Cluster 1 - CD3e+ CD8+ T cells
51,2,Cluster 2 - CD38+ IFNg+ cells
52,9,Cluster 9 - other cells
53,2,Cluster 2 - CD38+ IFNg+ cells
54,9,Cluster 9 - other cells
55,9,Cluster 9 - other cells
56,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
57,6,Cluster 6 - CD3e+ CD4+ T cells
58,1,Cluster 1 - CD3e+ CD8+ T cells
59,1,Cluster 1 - CD3e+ CD8+ T cells
60,2,Cluster 2 - CD38+ IFNg+ cells
61,5,Cluster 5 - Keratin+ proximal tubule cells
62,2,Cluster 2 - CD38+ IFNg+ cells
63,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
64,9,Cluster 9 - other cells
65,5,Cluster 5 - Keratin+ proximal tubule cells
66,9,Cluster 9 - other cells
67,5,Cluster 5 - Keratin+ proximal tubule cells
68,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
69,16,Cluster 16 - CD45+ GATA3+ FoxP3+ cells
70,9,Cluster 9 - other cells
71,1,Cluster 1 - CD3e+ CD8+ T cells
72,15,Cluster 15 - CD66+ MPO+ cells
73,9,Cluster 9 - other cells
74,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
75,6,Cluster 6 - CD3e+ CD4+ T cells
76,2,Cluster 2 - CD38+ IFNg+ cells
77,9,Cluster 9 - other cells
78,9,Cluster 9 - other cells
79,3,Cluster 3 - ECad+ Keratin+ tubule cells
80,9,Cluster 9 - other cells
81,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
82,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
83,9,Cluster 9 - other cells
84,3,Cluster 3 - ECad+ Keratin+ tubule cells
85,1,Cluster 1 - CD3e+ CD8+ T cells
86,1,Cluster 1 - CD3e+ CD8+ T cells
87,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
88,5,Cluster 5 - Keratin+ proximal tubule cells
89,2,Cluster 2 - CD38+ IFNg+ cells
90,9,Cluster 9 - other cells
91,2,Cluster 2 - CD38+ IFNg+ cells
92,2,Cluster 2 - CD38+ IFNg+ cells
93,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
94,9,Cluster 9 - other cells
95,5,Cluster 5 - Keratin+ proximal tubule cells
96,1,Cluster 1 - CD3e+ CD8+ T cells
97,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
98,9,Cluster 9 - other cells
99,3,Cluster 3 - ECad+ Keratin+ tubule cells
100,9,Cluster 9 - other cells
101,5,Cluster 5 - Keratin+ proximal tubule cells
102,3,Cluster 3 - ECad+ Keratin+ tubule cells
103,9,Cluster 9 - other cells
104,1,Cluster 1 - CD3e+ CD8+ T cells
105,9,Cluster 9 - other cells
106,1,Cluster 1 - CD3e+ CD8+ T cells
107,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
108,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
109,9,Cluster 9 - other cells
110,1,Cluster 1 - CD3e+ CD8+ T cells
111,9,Cluster 9 - other cells
112,2,Cluster 2 - CD38+ IFNg+ cells
113,9,Cluster 9 - other cells
114,9,Cluster 9 - other cells
115,9,Cluster 9 - other cells
116,3,Cluster 3 - ECad+ Keratin+ tubule cells
117,16,Cluster 16 - CD45+ GATA3+ FoxP3+ cells
118,1,Cluster 1 - CD3e+ CD8+ T cells
119,9,Cluster 9 - other cells
120,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
121,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
122,1,Cluster 1 - CD3e+ CD8+ T cells
123,1,Cluster 1 - CD3e+ CD8+ T cells
124,3,Cluster 3 - ECad+ Keratin+ tubule cells
125,1,Cluster 1 - CD3e+ CD8+ T cells
126,9,Cluster 9 - other cells
127,9,Cluster 9 - other cells
128,9,Cluster 9 - other cells
129,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
130,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
131,9,Cluster 9 - other cells
132,9,Cluster 9 - other cells
133,9,Cluster 9 - other cells
134,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
135,5,Cluster 5 - Keratin+ proximal tubule cells
136,16,Cluster 16 - CD45+ GATA3+ FoxP3+ cells
137,1,Cluster 1 - CD3e+ CD8+ T cells
138,9,Cluster 9 - other cells
139,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
140,1,Cluster 1 - CD3e+ CD8+ T cells
141,5,Cluster 5 - Keratin+ proximal tubule cells
142,1,Cluster 1 - CD3e+ CD8+ T cells
143,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
144,16,Cluster 16 - CD45+ GATA3+ FoxP3+ cells
145,2,Cluster 2 - CD38+ IFNg+ cells
146,5,Cluster 5 - Keratin+ proximal tubule cells
147,17,Cluster 17 - CD68+ CD44+ cells
148,1,Cluster 1 - CD3e+ CD8+ T cells
149,9,Cluster 9 - other cells
150,2,Cluster 2 - CD38+ IFNg+ cells
151,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
152,6,Cluster 6 - CD3e+ CD4+ T cells
153,9,Cluster 9 - other cells
154,2,Cluster 2 - CD38+ IFNg+ cells
155,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
156,2,Cluster 2 - CD38+ IFNg+ cells
157,1,Cluster 1 - CD3e+ CD8+ T cells
158,6,Cluster 6 - CD3e+ CD4+ T cells
159,9,Cluster 9 - other cells
160,1,Cluster 1 - CD3e+ CD8+ T cells
161,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
162,9,Cluster 9 - other cells
163,9,Cluster 9 - other cells
164,9,Cluster 9 - other cells
165,9,Cluster 9 - other cells
166,9,Cluster 9 - other cells
167,9,Cluster 9 - other cells
168,11,Cluster 11 - CD20+ B cells
169,9,Cluster 9 - other cells
170,9,Cluster 9 - other cells
171,1,Cluster 1 - CD3e+ CD8+ T cells
172,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
173,9,Cluster 9 - other cells
174,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
175,3,Cluster 3 - ECad+ Keratin+ tubule cells
176,9,Cluster 9 - other cells
177,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
178,11,Cluster 11 - CD20+ B cells
179,9,Cluster 9 - other cells
180,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
181,9,Cluster 9 - other cells
182,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
183,1,Cluster 1 - CD3e+ CD8+ T cells
184,3,Cluster 3 - ECad+ Keratin+ tubule cells
185,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
186,2,Cluster 2 - CD38+ IFNg+ cells
187,9,Cluster 9 - other cells
188,9,Cluster 9 - other cells
189,1,Cluster 1 - CD3e+ CD8+ T cells
190,9,Cluster 9 - other cells
191,9,Cluster 9 - other cells
192,9,Cluster 9 - other cells
193,9,Cluster 9 - other cells
194,9,Cluster 9 - other cells
195,9,Cluster 9 - other cells
