CELL_ID,VALUE,ANNOTATION_LABEL
1,13,Cluster 13 - ECad+ distal tubule cells
2,13,Cluster 13 - ECad+ distal tubule cells
3,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
4,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
5,12,Cluster 12 - ECad+ Keratin+ tubule cells
6,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
7,12,Cluster 12 - ECad+ Keratin+ tubule cells
8,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
9,13,Cluster 13 - ECad+ distal tubule cells
10,13,Cluster 13 - ECad+ distal tubule cells
11,12,Cluster 12 - ECad+ Keratin+ tubule cells
12,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
13,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
14,4,Cluster 4 - Keratin+ proximal tubule cells
15,4,Cluster 4 - Keratin+ proximal tubule cells
16,4,Cluster 4 - Keratin+ proximal tubule cells
17,4,Cluster 4 - Keratin+ proximal tubule cells
18,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
19,13,Cluster 13 - ECad+ distal tubule cells
20,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
21,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
22,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
23,4,Cluster 4 - Keratin+ proximal tubule cells
24,12,Cluster 12 - ECad+ Keratin+ tubule cells
25,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
26,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
27,4,Cluster 4 - Keratin+ proximal tubule cells
28,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
29,12,Cluster 12 - ECad+ Keratin+ tubule cells
30,12,Cluster 12 - ECad+ Keratin+ tubule cells
31,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
32,12,Cluster 12 - ECad+ Keratin+ tubule cells
33,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
34,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
35,4,Cluster 4 - Keratin+ proximal tubule cells
36,13,Cluster 13 - ECad+ distal tubule cells
37,12,Cluster 12 - ECad+ Keratin+ tubule cells
38,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
39,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
40,12,Cluster 12 - ECad+ Keratin+ tubule cells
41,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
42,12,Cluster 12 - ECad+ Keratin+ tubule cells
