CELL_ID,VALUE,ANNOTATION_LABEL
1,4,Distal tubules (CD183+/CD227+)
2,0,Proximal tubules (CD183++/CD227-)
3,0,Proximal tubules (CD183++/CD227-)
4,0,Proximal tubules (CD183++/CD227-)
5,4,Distal tubules (CD183+/CD227+)
6,4,Distal tubules (CD183+/CD227+)
7,0,Proximal tubules (CD183++/CD227-)
8,3,Endothelial cells (CD31+)
9,0,Proximal tubules (CD183++/CD227-)
10,0,Proximal tubules (CD183++/CD227-)
11,4,Distal tubules (CD183+/CD227+)
12,10,Nestin+ cells (nestin+)
13,5,Low expressing cells
14,3,Endothelial cells (CD31+)
15,0,Proximal tubules (CD183++/CD227-)
16,0,Proximal tubules (CD183++/CD227-)
17,0,Proximal tubules (CD183++/CD227-)
18,3,Endothelial cells (CD31+)
19,3,Endothelial cells (CD31+)
20,0,Proximal tubules (CD183++/CD227-)
21,0,Proximal tubules (CD183++/CD227-)
22,9,Myeloid cells (CD45+/CD11b+)
23,0,Proximal tubules (CD183++/CD227-)
24,0,Proximal tubules (CD183++/CD227-)
25,3,Endothelial cells (CD31+)
26,0,Proximal tubules (CD183++/CD227-)
27,0,Proximal tubules (CD183++/CD227-)
28,0,Proximal tubules (CD183++/CD227-)
29,0,Proximal tubules (CD183++/CD227-)
30,0,Proximal tubules (CD183++/CD227-)
31,0,Proximal tubules (CD183++/CD227-)
32,0,Proximal tubules (CD183++/CD227-)
33,0,Proximal tubules (CD183++/CD227-)
34,0,Proximal tubules (CD183++/CD227-)
35,0,Proximal tubules (CD183++/CD227-)
36,9,Myeloid cells (CD45+/CD11b+)
37,9,Myeloid cells (CD45+/CD11b+)
38,0,Proximal tubules (CD183++/CD227-)
39,0,Proximal tubules (CD183++/CD227-)
40,0,Proximal tubules (CD183++/CD227-)
41,0,Proximal tubules (CD183++/CD227-)
42,0,Proximal tubules (CD183++/CD227-)
43,3,Endothelial cells (CD31+)
44,3,Endothelial cells (CD31+)
45,6,Basement membrane (collagenIV+/Perlecan+)
46,0,Proximal tubules (CD183++/CD227-)
47,0,Proximal tubules (CD183++/CD227-)
48,0,Proximal tubules (CD183++/CD227-)
49,0,Proximal tubules (CD183++/CD227-)
50,3,Endothelial cells (CD31+)
51,0,Proximal tubules (CD183++/CD227-)
52,4,Distal tubules (CD183+/CD227+)
53,0,Proximal tubules (CD183++/CD227-)
54,2,Immune cells (CD45+)
55,3,Endothelial cells (CD31+)
56,0,Proximal tubules (CD183++/CD227-)
57,0,Proximal tubules (CD183++/CD227-)
58,0,Proximal tubules (CD183++/CD227-)
59,2,Immune cells (CD45+)
60,3,Endothelial cells (CD31+)
61,0,Proximal tubules (CD183++/CD227-)
62,0,Proximal tubules (CD183++/CD227-)
63,0,Proximal tubules (CD183++/CD227-)
64,3,Endothelial cells (CD31+)
65,1,VSMCs (aSMA+)
66,0,Proximal tubules (CD183++/CD227-)
67,0,Proximal tubules (CD183++/CD227-)
68,8,Macrophages (CD45+/CD68+)
69,0,Proximal tubules (CD183++/CD227-)
70,0,Proximal tubules (CD183++/CD227-)
71,2,Immune cells (CD45+)
72,2,Immune cells (CD45+)
73,2,Immune cells (CD45+)
74,1,VSMCs (aSMA+)
75,6,Basement membrane (collagenIV+/Perlecan+)
76,0,Proximal tubules (CD183++/CD227-)
77,0,Proximal tubules (CD183++/CD227-)
78,0,Proximal tubules (CD183++/CD227-)
79,6,Basement membrane (collagenIV+/Perlecan+)
80,5,Low expressing cells
81,1,VSMCs (aSMA+)
82,8,Macrophages (CD45+/CD68+)
83,0,Proximal tubules (CD183++/CD227-)
84,0,Proximal tubules (CD183++/CD227-)
85,1,VSMCs (aSMA+)
86,5,Low expressing cells
87,0,Proximal tubules (CD183++/CD227-)
88,0,Proximal tubules (CD183++/CD227-)
89,6,Basement membrane (collagenIV+/Perlecan+)
90,0,Proximal tubules (CD183++/CD227-)
91,0,Proximal tubules (CD183++/CD227-)
92,0,Proximal tubules (CD183++/CD227-)
93,6,Basement membrane (collagenIV+/Perlecan+)
94,0,Proximal tubules (CD183++/CD227-)
95,3,Endothelial cells (CD31+)
96,0,Proximal tubules (CD183++/CD227-)
97,0,Proximal tubules (CD183++/CD227-)
98,3,Endothelial cells (CD31+)
99,0,Proximal tubules (CD183++/CD227-)
100,2,Immune cells (CD45+)
101,5,Low expressing cells
102,0,Proximal tubules (CD183++/CD227-)
103,5,Low expressing cells
104,4,Distal tubules (CD183+/CD227+)
105,1,VSMCs (aSMA+)
106,0,Proximal tubules (CD183++/CD227-)
107,0,Proximal tubules (CD183++/CD227-)
108,0,Proximal tubules (CD183++/CD227-)
109,0,Proximal tubules (CD183++/CD227-)
110,0,Proximal tubules (CD183++/CD227-)
111,0,Proximal tubules (CD183++/CD227-)
112,0,Proximal tubules (CD183++/CD227-)
113,6,Basement membrane (collagenIV+/Perlecan+)
114,4,Distal tubules (CD183+/CD227+)
115,4,Distal tubules (CD183+/CD227+)
116,0,Proximal tubules (CD183++/CD227-)
117,8,Macrophages (CD45+/CD68+)
118,0,Proximal tubules (CD183++/CD227-)
119,0,Proximal tubules (CD183++/CD227-)
120,0,Proximal tubules (CD183++/CD227-)
121,1,VSMCs (aSMA+)
122,0,Proximal tubules (CD183++/CD227-)
123,0,Proximal tubules (CD183++/CD227-)
124,0,Proximal tubules (CD183++/CD227-)
125,0,Proximal tubules (CD183++/CD227-)
