CELL_ID,VALUE,ANNOTATION_LABEL
1,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
2,1,Cluster 1 - CD3e+ CD8+ T cells
3,9,Cluster 9 - other cells
4,6,Cluster 6 - CD3e+ CD4+ T cells
5,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
6,3,Cluster 3 - ECad+ Keratin+ tubule cells
7,9,Cluster 9 - other cells
8,9,Cluster 9 - other cells
9,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
10,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
11,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
12,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
13,6,Cluster 6 - CD3e+ CD4+ T cells
14,2,Cluster 2 - CD38+ IFNg+ cells
15,2,Cluster 2 - CD38+ IFNg+ cells
16,2,Cluster 2 - CD38+ IFNg+ cells
17,3,Cluster 3 - ECad+ Keratin+ tubule cells
18,9,Cluster 9 - other cells
19,1,Cluster 1 - CD3e+ CD8+ T cells
20,3,Cluster 3 - ECad+ Keratin+ tubule cells
21,9,Cluster 9 - other cells
22,2,Cluster 2 - CD38+ IFNg+ cells
23,2,Cluster 2 - CD38+ IFNg+ cells
24,13,Cluster 13 - ECad+ distal tubule cells
25,3,Cluster 3 - ECad+ Keratin+ tubule cells
26,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
27,1,Cluster 1 - CD3e+ CD8+ T cells
28,9,Cluster 9 - other cells
29,9,Cluster 9 - other cells
30,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
31,3,Cluster 3 - ECad+ Keratin+ tubule cells
32,1,Cluster 1 - CD3e+ CD8+ T cells
33,1,Cluster 1 - CD3e+ CD8+ T cells
34,3,Cluster 3 - ECad+ Keratin+ tubule cells
35,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
36,3,Cluster 3 - ECad+ Keratin+ tubule cells
37,10,Cluster 10 - aSMA+ Vimentin+ fibroblasts
38,6,Cluster 6 - CD3e+ CD4+ T cells
39,5,Cluster 5 - Keratin+ proximal tubule cells
40,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
41,1,Cluster 1 - CD3e+ CD8+ T cells
42,1,Cluster 1 - CD3e+ CD8+ T cells
43,3,Cluster 3 - ECad+ Keratin+ tubule cells
44,11,Cluster 11 - CD20+ B cells
45,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
46,11,Cluster 11 - CD20+ B cells
47,5,Cluster 5 - Keratin+ proximal tubule cells
48,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
49,3,Cluster 3 - ECad+ Keratin+ tubule cells
50,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
51,1,Cluster 1 - CD3e+ CD8+ T cells
52,5,Cluster 5 - Keratin+ proximal tubule cells
53,9,Cluster 9 - other cells
54,3,Cluster 3 - ECad+ Keratin+ tubule cells
55,5,Cluster 5 - Keratin+ proximal tubule cells
56,10,Cluster 10 - aSMA+ Vimentin+ fibroblasts
57,5,Cluster 5 - Keratin+ proximal tubule cells
58,10,Cluster 10 - aSMA+ Vimentin+ fibroblasts
59,5,Cluster 5 - Keratin+ proximal tubule cells
60,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
61,11,Cluster 11 - CD20+ B cells
62,5,Cluster 5 - Keratin+ proximal tubule cells
63,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
64,10,Cluster 10 - aSMA+ Vimentin+ fibroblasts
65,1,Cluster 1 - CD3e+ CD8+ T cells
66,1,Cluster 1 - CD3e+ CD8+ T cells
67,1,Cluster 1 - CD3e+ CD8+ T cells
68,1,Cluster 1 - CD3e+ CD8+ T cells
69,2,Cluster 2 - CD38+ IFNg+ cells
70,2,Cluster 2 - CD38+ IFNg+ cells
71,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
72,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
73,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
74,5,Cluster 5 - Keratin+ proximal tubule cells
75,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
76,5,Cluster 5 - Keratin+ proximal tubule cells
77,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
78,2,Cluster 2 - CD38+ IFNg+ cells
79,3,Cluster 3 - ECad+ Keratin+ tubule cells
80,3,Cluster 3 - ECad+ Keratin+ tubule cells
81,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
82,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
83,5,Cluster 5 - Keratin+ proximal tubule cells
84,1,Cluster 1 - CD3e+ CD8+ T cells
85,10,Cluster 10 - aSMA+ Vimentin+ fibroblasts
86,15,Cluster 15 - CD66+ MPO+ cells
87,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
88,5,Cluster 5 - Keratin+ proximal tubule cells
89,15,Cluster 15 - CD66+ MPO+ cells
90,5,Cluster 5 - Keratin+ proximal tubule cells
91,9,Cluster 9 - other cells
92,2,Cluster 2 - CD38+ IFNg+ cells
93,6,Cluster 6 - CD3e+ CD4+ T cells
94,6,Cluster 6 - CD3e+ CD4+ T cells
95,11,Cluster 11 - CD20+ B cells
96,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
97,1,Cluster 1 - CD3e+ CD8+ T cells
98,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
99,17,Cluster 17 - CD68+ CD44+ cells
100,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
101,2,Cluster 2 - CD38+ IFNg+ cells
102,5,Cluster 5 - Keratin+ proximal tubule cells
103,10,Cluster 10 - aSMA+ Vimentin+ fibroblasts
104,1,Cluster 1 - CD3e+ CD8+ T cells
105,6,Cluster 6 - CD3e+ CD4+ T cells
106,9,Cluster 9 - other cells
107,3,Cluster 3 - ECad+ Keratin+ tubule cells
108,5,Cluster 5 - Keratin+ proximal tubule cells
109,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
110,11,Cluster 11 - CD20+ B cells
111,6,Cluster 6 - CD3e+ CD4+ T cells
112,5,Cluster 5 - Keratin+ proximal tubule cells
113,5,Cluster 5 - Keratin+ proximal tubule cells
114,5,Cluster 5 - Keratin+ proximal tubule cells
115,1,Cluster 1 - CD3e+ CD8+ T cells
116,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
117,5,Cluster 5 - Keratin+ proximal tubule cells
118,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
119,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
120,3,Cluster 3 - ECad+ Keratin+ tubule cells
121,1,Cluster 1 - CD3e+ CD8+ T cells
122,8,Cluster 8 - CD31+ CD34+ Vimentin+ interstitial cells
123,5,Cluster 5 - Keratin+ proximal tubule cells
124,3,Cluster 3 - ECad+ Keratin+ tubule cells
125,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
126,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
127,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
128,1,Cluster 1 - CD3e+ CD8+ T cells
129,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
130,5,Cluster 5 - Keratin+ proximal tubule cells
131,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
132,5,Cluster 5 - Keratin+ proximal tubule cells
133,11,Cluster 11 - CD20+ B cells
