CELL_ID,VALUE,ANNOTATION_LABEL
1,4,Distal tubules (CD183+/CD227+)
2,3,Endothelial cells (CD31+)
3,0,Proximal tubules (CD183++/CD227-)
4,4,Distal tubules (CD183+/CD227+)
5,4,Distal tubules (CD183+/CD227+)
6,4,Distal tubules (CD183+/CD227+)
7,0,Proximal tubules (CD183++/CD227-)
8,0,Proximal tubules (CD183++/CD227-)
9,4,Distal tubules (CD183+/CD227+)
10,4,Distal tubules (CD183+/CD227+)
11,3,Endothelial cells (CD31+)
12,5,Low expressing cells
13,3,Endothelial cells (CD31+)
14,1,VSMCs (aSMA+)
15,0,Proximal tubules (CD183++/CD227-)
16,0,Proximal tubules (CD183++/CD227-)
17,0,Proximal tubules (CD183++/CD227-)
18,6,Basement membrane (collagenIV+/Perlecan+)
19,3,Endothelial cells (CD31+)
20,9,Myeloid cells (CD45+/CD11b+)
21,0,Proximal tubules (CD183++/CD227-)
22,3,Endothelial cells (CD31+)
23,0,Proximal tubules (CD183++/CD227-)
24,0,Proximal tubules (CD183++/CD227-)
25,0,Proximal tubules (CD183++/CD227-)
26,2,Immune cells (CD45+)
27,3,Endothelial cells (CD31+)
28,6,Basement membrane (collagenIV+/Perlecan+)
29,0,Proximal tubules (CD183++/CD227-)
30,0,Proximal tubules (CD183++/CD227-)
31,0,Proximal tubules (CD183++/CD227-)
32,0,Proximal tubules (CD183++/CD227-)
33,1,VSMCs (aSMA+)
34,0,Proximal tubules (CD183++/CD227-)
35,3,Endothelial cells (CD31+)
36,0,Proximal tubules (CD183++/CD227-)
37,0,Proximal tubules (CD183++/CD227-)
38,0,Proximal tubules (CD183++/CD227-)
39,6,Basement membrane (collagenIV+/Perlecan+)
40,3,Endothelial cells (CD31+)
41,7,Endothelial cells (CD31+/CD196+)
42,0,Proximal tubules (CD183++/CD227-)
43,0,Proximal tubules (CD183++/CD227-)
44,0,Proximal tubules (CD183++/CD227-)
45,3,Endothelial cells (CD31+)
46,0,Proximal tubules (CD183++/CD227-)
47,6,Basement membrane (collagenIV+/Perlecan+)
48,0,Proximal tubules (CD183++/CD227-)
49,4,Distal tubules (CD183+/CD227+)
50,0,Proximal tubules (CD183++/CD227-)
51,0,Proximal tubules (CD183++/CD227-)
52,6,Basement membrane (collagenIV+/Perlecan+)
53,0,Proximal tubules (CD183++/CD227-)
54,0,Proximal tubules (CD183++/CD227-)
55,6,Basement membrane (collagenIV+/Perlecan+)
56,5,Low expressing cells
57,0,Proximal tubules (CD183++/CD227-)
58,0,Proximal tubules (CD183++/CD227-)
59,4,Distal tubules (CD183+/CD227+)
60,0,Proximal tubules (CD183++/CD227-)
61,3,Endothelial cells (CD31+)
62,0,Proximal tubules (CD183++/CD227-)
63,0,Proximal tubules (CD183++/CD227-)
64,4,Distal tubules (CD183+/CD227+)
65,3,Endothelial cells (CD31+)
66,0,Proximal tubules (CD183++/CD227-)
67,1,VSMCs (aSMA+)
68,8,Macrophages (CD45+/CD68+)
69,4,Distal tubules (CD183+/CD227+)
70,4,Distal tubules (CD183+/CD227+)
71,3,Endothelial cells (CD31+)
72,2,Immune cells (CD45+)
73,0,Proximal tubules (CD183++/CD227-)
