CELL_ID,VALUE,ANNOTATION_LABEL
1,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
2,13,Cluster 13 - ECad+ distal tubule cells
3,13,Cluster 13 - ECad+ distal tubule cells
4,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
5,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
6,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
7,13,Cluster 13 - ECad+ distal tubule cells
8,13,Cluster 13 - ECad+ distal tubule cells
9,4,Cluster 4 - Keratin+ proximal tubule cells
10,13,Cluster 13 - ECad+ distal tubule cells
11,12,Cluster 12 - ECad+ Keratin+ tubule cells
12,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
13,4,Cluster 4 - Keratin+ proximal tubule cells
14,12,Cluster 12 - ECad+ Keratin+ tubule cells
15,13,Cluster 13 - ECad+ distal tubule cells
16,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
17,12,Cluster 12 - ECad+ Keratin+ tubule cells
18,4,Cluster 4 - Keratin+ proximal tubule cells
19,4,Cluster 4 - Keratin+ proximal tubule cells
20,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
21,12,Cluster 12 - ECad+ Keratin+ tubule cells
22,4,Cluster 4 - Keratin+ proximal tubule cells
23,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
24,2,Cluster 2 - CD38+ IFNg+ cells
25,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
26,13,Cluster 13 - ECad+ distal tubule cells
27,4,Cluster 4 - Keratin+ proximal tubule cells
28,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
29,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
30,4,Cluster 4 - Keratin+ proximal tubule cells
31,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
32,2,Cluster 2 - CD38+ IFNg+ cells
33,13,Cluster 13 - ECad+ distal tubule cells
34,13,Cluster 13 - ECad+ distal tubule cells
35,12,Cluster 12 - ECad+ Keratin+ tubule cells
36,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
37,13,Cluster 13 - ECad+ distal tubule cells
38,12,Cluster 12 - ECad+ Keratin+ tubule cells
39,4,Cluster 4 - Keratin+ proximal tubule cells
40,4,Cluster 4 - Keratin+ proximal tubule cells
41,13,Cluster 13 - ECad+ distal tubule cells
42,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
43,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
44,12,Cluster 12 - ECad+ Keratin+ tubule cells
45,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
46,4,Cluster 4 - Keratin+ proximal tubule cells
47,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
48,13,Cluster 13 - ECad+ distal tubule cells
49,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
50,4,Cluster 4 - Keratin+ proximal tubule cells
51,13,Cluster 13 - ECad+ distal tubule cells
52,13,Cluster 13 - ECad+ distal tubule cells
53,4,Cluster 4 - Keratin+ proximal tubule cells
54,4,Cluster 4 - Keratin+ proximal tubule cells
55,12,Cluster 12 - ECad+ Keratin+ tubule cells
56,13,Cluster 13 - ECad+ distal tubule cells
57,4,Cluster 4 - Keratin+ proximal tubule cells
58,4,Cluster 4 - Keratin+ proximal tubule cells
59,12,Cluster 12 - ECad+ Keratin+ tubule cells
60,4,Cluster 4 - Keratin+ proximal tubule cells
61,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
62,13,Cluster 13 - ECad+ distal tubule cells
63,13,Cluster 13 - ECad+ distal tubule cells
64,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
65,13,Cluster 13 - ECad+ distal tubule cells
66,4,Cluster 4 - Keratin+ proximal tubule cells
67,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
68,13,Cluster 13 - ECad+ distal tubule cells
