CELL_ID,VALUE,ANNOTATION_LABEL
1,13,Cluster 13 - ECad+ distal tubule cells
2,13,Cluster 13 - ECad+ distal tubule cells
3,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
4,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
5,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
6,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
7,13,Cluster 13 - ECad+ distal tubule cells
8,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
9,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
10,13,Cluster 13 - ECad+ distal tubule cells
11,13,Cluster 13 - ECad+ distal tubule cells
12,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
13,13,Cluster 13 - ECad+ distal tubule cells
14,13,Cluster 13 - ECad+ distal tubule cells
15,13,Cluster 13 - ECad+ distal tubule cells
16,13,Cluster 13 - ECad+ distal tubule cells
17,13,Cluster 13 - ECad+ distal tubule cells
18,13,Cluster 13 - ECad+ distal tubule cells
19,4,Cluster 4 - Keratin+ proximal tubule cells
20,13,Cluster 13 - ECad+ distal tubule cells
21,13,Cluster 13 - ECad+ distal tubule cells
22,13,Cluster 13 - ECad+ distal tubule cells
23,13,Cluster 13 - ECad+ distal tubule cells
24,13,Cluster 13 - ECad+ distal tubule cells
25,13,Cluster 13 - ECad+ distal tubule cells
26,13,Cluster 13 - ECad+ distal tubule cells
27,13,Cluster 13 - ECad+ distal tubule cells
28,4,Cluster 4 - Keratin+ proximal tubule cells
29,13,Cluster 13 - ECad+ distal tubule cells
30,13,Cluster 13 - ECad+ distal tubule cells
31,4,Cluster 4 - Keratin+ proximal tubule cells
32,13,Cluster 13 - ECad+ distal tubule cells
33,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
34,13,Cluster 13 - ECad+ distal tubule cells
35,13,Cluster 13 - ECad+ distal tubule cells
36,13,Cluster 13 - ECad+ distal tubule cells
37,13,Cluster 13 - ECad+ distal tubule cells
38,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
39,15,Cluster 15 - CD66+ MPO+ cells
40,4,Cluster 4 - Keratin+ proximal tubule cells
41,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
42,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
43,4,Cluster 4 - Keratin+ proximal tubule cells
44,13,Cluster 13 - ECad+ distal tubule cells
45,4,Cluster 4 - Keratin+ proximal tubule cells
46,13,Cluster 13 - ECad+ distal tubule cells
47,4,Cluster 4 - Keratin+ proximal tubule cells
48,13,Cluster 13 - ECad+ distal tubule cells
