CELL_ID,VALUE,ANNOTATION_LABEL
1,0,Proximal tubules (CD183++/CD227-)
2,0,Proximal tubules (CD183++/CD227-)
3,3,Endothelial cells (CD31+)
4,4,Distal tubules (CD183+/CD227+)
5,0,Proximal tubules (CD183++/CD227-)
6,4,Distal tubules (CD183+/CD227+)
7,8,Macrophages (CD45+/CD68+)
8,3,Endothelial cells (CD31+)
9,0,Proximal tubules (CD183++/CD227-)
10,0,Proximal tubules (CD183++/CD227-)
11,4,Distal tubules (CD183+/CD227+)
12,0,Proximal tubules (CD183++/CD227-)
13,0,Proximal tubules (CD183++/CD227-)
14,0,Proximal tubules (CD183++/CD227-)
15,5,Low expressing cells
16,4,Distal tubules (CD183+/CD227+)
17,3,Endothelial cells (CD31+)
18,0,Proximal tubules (CD183++/CD227-)
19,0,Proximal tubules (CD183++/CD227-)
20,4,Distal tubules (CD183+/CD227+)
21,4,Distal tubules (CD183+/CD227+)
22,0,Proximal tubules (CD183++/CD227-)
23,5,Low expressing cells
24,6,Basement membrane (collagenIV+/Perlecan+)
25,0,Proximal tubules (CD183++/CD227-)
26,4,Distal tubules (CD183+/CD227+)
27,0,Proximal tubules (CD183++/CD227-)
28,5,Low expressing cells
29,0,Proximal tubules (CD183++/CD227-)
30,0,Proximal tubules (CD183++/CD227-)
31,3,Endothelial cells (CD31+)
32,0,Proximal tubules (CD183++/CD227-)
33,4,Distal tubules (CD183+/CD227+)
34,3,Endothelial cells (CD31+)
35,0,Proximal tubules (CD183++/CD227-)
36,4,Distal tubules (CD183+/CD227+)
37,0,Proximal tubules (CD183++/CD227-)
38,4,Distal tubules (CD183+/CD227+)
39,1,VSMCs (aSMA+)
40,4,Distal tubules (CD183+/CD227+)
41,3,Endothelial cells (CD31+)
42,3,Endothelial cells (CD31+)
43,3,Endothelial cells (CD31+)
44,4,Distal tubules (CD183+/CD227+)
45,4,Distal tubules (CD183+/CD227+)
46,0,Proximal tubules (CD183++/CD227-)
47,1,VSMCs (aSMA+)
48,3,Endothelial cells (CD31+)
49,0,Proximal tubules (CD183++/CD227-)
50,4,Distal tubules (CD183+/CD227+)
51,4,Distal tubules (CD183+/CD227+)
52,0,Proximal tubules (CD183++/CD227-)
53,4,Distal tubules (CD183+/CD227+)
54,4,Distal tubules (CD183+/CD227+)
55,0,Proximal tubules (CD183++/CD227-)
56,4,Distal tubules (CD183+/CD227+)
57,4,Distal tubules (CD183+/CD227+)
58,0,Proximal tubules (CD183++/CD227-)
59,0,Proximal tubules (CD183++/CD227-)
60,0,Proximal tubules (CD183++/CD227-)
61,0,Proximal tubules (CD183++/CD227-)
62,5,Low expressing cells
63,4,Distal tubules (CD183+/CD227+)
64,0,Proximal tubules (CD183++/CD227-)
65,3,Endothelial cells (CD31+)
66,4,Distal tubules (CD183+/CD227+)
67,3,Endothelial cells (CD31+)
68,0,Proximal tubules (CD183++/CD227-)
69,0,Proximal tubules (CD183++/CD227-)
70,4,Distal tubules (CD183+/CD227+)
71,3,Endothelial cells (CD31+)
72,4,Distal tubules (CD183+/CD227+)
73,1,VSMCs (aSMA+)
74,5,Low expressing cells
75,0,Proximal tubules (CD183++/CD227-)
76,0,Proximal tubules (CD183++/CD227-)
77,3,Endothelial cells (CD31+)
78,3,Endothelial cells (CD31+)
79,0,Proximal tubules (CD183++/CD227-)
80,0,Proximal tubules (CD183++/CD227-)
81,5,Low expressing cells
82,4,Distal tubules (CD183+/CD227+)
83,0,Proximal tubules (CD183++/CD227-)
84,0,Proximal tubules (CD183++/CD227-)
85,3,Endothelial cells (CD31+)
86,3,Endothelial cells (CD31+)
87,0,Proximal tubules (CD183++/CD227-)
88,4,Distal tubules (CD183+/CD227+)
89,2,Immune cells (CD45+)
90,0,Proximal tubules (CD183++/CD227-)
91,3,Endothelial cells (CD31+)
92,0,Proximal tubules (CD183++/CD227-)
