CELL_ID,VALUE,ANNOTATION_LABEL
1,3,Stromal cells
2,9,CD8 T cells
3,9,CD8 T cells
4,3,Stromal cells
5,9,CD8 T cells
6,10,Endothelial
7,3,Stromal cells
8,6,Podocytes
9,10,Endothelial
10,10,Endothelial
11,10,Endothelial
12,6,Podocytes
13,10,Endothelial
14,10,Endothelial
15,10,Endothelial
16,10,Endothelial
17,10,Endothelial
18,10,Endothelial
19,10,Endothelial
20,10,Endothelial
21,9,CD8 T cells
22,10,Endothelial
23,10,Endothelial
24,6,Podocytes
25,10,Endothelial
26,10,Endothelial
27,3,Stromal cells
28,6,Podocytes
29,10,Endothelial
30,10,Endothelial
31,6,Podocytes
32,9,CD8 T cells
33,10,Endothelial
34,10,Endothelial
35,10,Endothelial
36,10,Endothelial
37,10,Endothelial
38,10,Endothelial
39,10,Endothelial
40,10,Endothelial
41,10,Endothelial
42,10,Endothelial
43,10,Endothelial
44,10,Endothelial
45,10,Endothelial
46,10,Endothelial
47,10,Endothelial
48,10,Endothelial
49,2,CD4 T cells
50,6,Podocytes
51,6,Podocytes
52,10,Endothelial
53,6,Podocytes
54,6,Podocytes
55,10,Endothelial
56,10,Endothelial
57,10,Endothelial
58,6,Podocytes
59,6,Podocytes
60,6,Podocytes
61,6,Podocytes
62,10,Endothelial
63,6,Podocytes
64,9,CD8 T cells
65,6,Podocytes
66,10,Endothelial
67,10,Endothelial
68,2,CD4 T cells
69,10,Endothelial
70,10,Endothelial
71,6,Podocytes
72,9,CD8 T cells
73,6,Podocytes
74,10,Endothelial
75,2,CD4 T cells
76,9,CD8 T cells
77,10,Endothelial
78,2,CD4 T cells
79,10,Endothelial
80,10,Endothelial
81,10,Endothelial
82,10,Endothelial
83,10,Endothelial
84,6,Podocytes
85,6,Podocytes
86,8,non-specific
87,10,Endothelial
88,10,Endothelial
89,10,Endothelial
90,10,Endothelial
91,6,Podocytes
92,6,Podocytes
93,10,Endothelial
94,6,Podocytes
95,10,Endothelial
96,10,Endothelial
97,10,Endothelial
98,10,Endothelial
99,6,Podocytes
100,10,Endothelial
101,10,Endothelial
102,10,Endothelial
103,10,Endothelial
104,6,Podocytes
105,6,Podocytes
106,10,Endothelial
107,6,Podocytes
108,10,Endothelial
109,6,Podocytes
110,10,Endothelial
111,10,Endothelial
112,10,Endothelial
113,10,Endothelial
114,10,Endothelial
115,10,Endothelial
116,10,Endothelial
117,10,Endothelial
118,10,Endothelial
119,10,Endothelial
120,6,Podocytes
121,10,Endothelial
122,10,Endothelial
123,10,Endothelial
124,9,CD8 T cells
125,10,Endothelial
126,10,Endothelial
127,10,Endothelial
128,10,Endothelial
129,6,Podocytes
130,10,Endothelial
131,6,Podocytes
132,3,Stromal cells
133,10,Endothelial
134,10,Endothelial
135,6,Podocytes
136,6,Podocytes
137,10,Endothelial
138,10,Endothelial
139,10,Endothelial
140,10,Endothelial
141,6,Podocytes
142,6,Podocytes
143,6,Podocytes
144,6,Podocytes
145,6,Podocytes
146,6,Podocytes
147,10,Endothelial
148,10,Endothelial
149,6,Podocytes
150,10,Endothelial
151,6,Podocytes
152,10,Endothelial
153,10,Endothelial
154,10,Endothelial
155,10,Endothelial
156,10,Endothelial
157,10,Endothelial
158,10,Endothelial
159,10,Endothelial
160,6,Podocytes
161,6,Podocytes
162,10,Endothelial
163,10,Endothelial
164,6,Podocytes
165,10,Endothelial
166,6,Podocytes
167,10,Endothelial
168,0,Macrophages
169,10,Endothelial
170,10,Endothelial
171,10,Endothelial
172,2,CD4 T cells
173,10,Endothelial
174,2,CD4 T cells
175,10,Endothelial
176,10,Endothelial
177,10,Endothelial
178,10,Endothelial
179,10,Endothelial
180,10,Endothelial
181,10,Endothelial
182,10,Endothelial
183,10,Endothelial
184,10,Endothelial
185,10,Endothelial
186,6,Podocytes
187,10,Endothelial
188,10,Endothelial
189,10,Endothelial
190,10,Endothelial
191,10,Endothelial
192,10,Endothelial
193,10,Endothelial
194,10,Endothelial
195,10,Endothelial
196,10,Endothelial
197,2,CD4 T cells
198,10,Endothelial
199,6,Podocytes
200,10,Endothelial
201,6,Podocytes
202,10,Endothelial
203,6,Podocytes
204,10,Endothelial
205,6,Podocytes
206,10,Endothelial
207,10,Endothelial
208,10,Endothelial
209,0,Macrophages
210,6,Podocytes
211,10,Endothelial
212,6,Podocytes
213,6,Podocytes
214,10,Endothelial
215,10,Endothelial
216,2,CD4 T cells
217,10,Endothelial
218,6,Podocytes
219,10,Endothelial
220,10,Endothelial
221,6,Podocytes
222,10,Endothelial
223,2,CD4 T cells
224,8,non-specific
225,10,Endothelial
226,8,non-specific
227,10,Endothelial
228,6,Podocytes
229,10,Endothelial
230,10,Endothelial
231,10,Endothelial
232,10,Endothelial
233,9,CD8 T cells
234,6,Podocytes
235,2,CD4 T cells
236,10,Endothelial
237,6,Podocytes
238,6,Podocytes
239,0,Macrophages
