CELL_ID,VALUE,ANNOTATION_LABEL
1,4,Distal tubules (CD183+/CD227+)
2,0,Proximal tubules (CD183++/CD227-)
3,0,Proximal tubules (CD183++/CD227-)
4,1,VSMCs (aSMA+)
5,0,Proximal tubules (CD183++/CD227-)
6,4,Distal tubules (CD183+/CD227+)
7,5,Low expressing cells
8,0,Proximal tubules (CD183++/CD227-)
9,0,Proximal tubules (CD183++/CD227-)
10,0,Proximal tubules (CD183++/CD227-)
11,5,Low expressing cells
12,3,Endothelial cells (CD31+)
13,4,Distal tubules (CD183+/CD227+)
14,3,Endothelial cells (CD31+)
15,8,Macrophages (CD45+/CD68+)
16,2,Immune cells (CD45+)
17,1,VSMCs (aSMA+)
18,6,Basement membrane (collagenIV+/Perlecan+)
19,2,Immune cells (CD45+)
20,1,VSMCs (aSMA+)
21,1,VSMCs (aSMA+)
22,4,Distal tubules (CD183+/CD227+)
23,4,Distal tubules (CD183+/CD227+)
24,2,Immune cells (CD45+)
25,4,Distal tubules (CD183+/CD227+)
26,8,Macrophages (CD45+/CD68+)
27,8,Macrophages (CD45+/CD68+)
28,4,Distal tubules (CD183+/CD227+)
29,0,Proximal tubules (CD183++/CD227-)
30,0,Proximal tubules (CD183++/CD227-)
31,8,Macrophages (CD45+/CD68+)
32,0,Proximal tubules (CD183++/CD227-)
33,4,Distal tubules (CD183+/CD227+)
34,1,VSMCs (aSMA+)
35,4,Distal tubules (CD183+/CD227+)
36,3,Endothelial cells (CD31+)
37,4,Distal tubules (CD183+/CD227+)
38,0,Proximal tubules (CD183++/CD227-)
39,1,VSMCs (aSMA+)
40,4,Distal tubules (CD183+/CD227+)
41,1,VSMCs (aSMA+)
42,0,Proximal tubules (CD183++/CD227-)
43,0,Proximal tubules (CD183++/CD227-)
44,5,Low expressing cells
45,4,Distal tubules (CD183+/CD227+)
46,4,Distal tubules (CD183+/CD227+)
47,4,Distal tubules (CD183+/CD227+)
48,4,Distal tubules (CD183+/CD227+)
49,3,Endothelial cells (CD31+)
50,0,Proximal tubules (CD183++/CD227-)
51,1,VSMCs (aSMA+)
52,4,Distal tubules (CD183+/CD227+)
53,0,Proximal tubules (CD183++/CD227-)
54,4,Distal tubules (CD183+/CD227+)
55,2,Immune cells (CD45+)
56,4,Distal tubules (CD183+/CD227+)
57,4,Distal tubules (CD183+/CD227+)
58,5,Low expressing cells
59,1,VSMCs (aSMA+)
60,0,Proximal tubules (CD183++/CD227-)
61,8,Macrophages (CD45+/CD68+)
62,0,Proximal tubules (CD183++/CD227-)
63,4,Distal tubules (CD183+/CD227+)
64,0,Proximal tubules (CD183++/CD227-)
65,0,Proximal tubules (CD183++/CD227-)
66,5,Low expressing cells
67,2,Immune cells (CD45+)
68,8,Macrophages (CD45+/CD68+)
69,2,Immune cells (CD45+)
70,4,Distal tubules (CD183+/CD227+)
71,4,Distal tubules (CD183+/CD227+)
72,4,Distal tubules (CD183+/CD227+)
73,0,Proximal tubules (CD183++/CD227-)
74,1,VSMCs (aSMA+)
75,4,Distal tubules (CD183+/CD227+)
76,6,Basement membrane (collagenIV+/Perlecan+)
77,4,Distal tubules (CD183+/CD227+)
78,6,Basement membrane (collagenIV+/Perlecan+)
79,3,Endothelial cells (CD31+)
80,4,Distal tubules (CD183+/CD227+)
81,0,Proximal tubules (CD183++/CD227-)
82,4,Distal tubules (CD183+/CD227+)
83,0,Proximal tubules (CD183++/CD227-)
84,0,Proximal tubules (CD183++/CD227-)
85,4,Distal tubules (CD183+/CD227+)
86,8,Macrophages (CD45+/CD68+)
87,0,Proximal tubules (CD183++/CD227-)
88,6,Basement membrane (collagenIV+/Perlecan+)
89,5,Low expressing cells
90,8,Macrophages (CD45+/CD68+)
91,1,VSMCs (aSMA+)
92,5,Low expressing cells
93,4,Distal tubules (CD183+/CD227+)
94,0,Proximal tubules (CD183++/CD227-)
95,5,Low expressing cells
96,6,Basement membrane (collagenIV+/Perlecan+)
97,3,Endothelial cells (CD31+)
98,1,VSMCs (aSMA+)
99,4,Distal tubules (CD183+/CD227+)
100,3,Endothelial cells (CD31+)
101,8,Macrophages (CD45+/CD68+)
102,8,Macrophages (CD45+/CD68+)
103,4,Distal tubules (CD183+/CD227+)
104,0,Proximal tubules (CD183++/CD227-)
105,4,Distal tubules (CD183+/CD227+)
106,3,Endothelial cells (CD31+)
107,4,Distal tubules (CD183+/CD227+)
108,8,Macrophages (CD45+/CD68+)
109,0,Proximal tubules (CD183++/CD227-)
110,8,Macrophages (CD45+/CD68+)
111,8,Macrophages (CD45+/CD68+)
112,10,Nestin+ cells (nestin+)
113,7,Endothelial cells (CD31+/CD196+)
114,4,Distal tubules (CD183+/CD227+)
115,10,Nestin+ cells (nestin+)
116,1,VSMCs (aSMA+)
117,5,Low expressing cells
118,4,Distal tubules (CD183+/CD227+)
119,0,Proximal tubules (CD183++/CD227-)
120,6,Basement membrane (collagenIV+/Perlecan+)
121,0,Proximal tubules (CD183++/CD227-)
122,0,Proximal tubules (CD183++/CD227-)
123,8,Macrophages (CD45+/CD68+)
124,8,Macrophages (CD45+/CD68+)
125,0,Proximal tubules (CD183++/CD227-)
126,6,Basement membrane (collagenIV+/Perlecan+)
127,10,Nestin+ cells (nestin+)
128,3,Endothelial cells (CD31+)
129,9,Myeloid cells (CD45+/CD11b+)
130,0,Proximal tubules (CD183++/CD227-)
131,9,Myeloid cells (CD45+/CD11b+)
