CELL_ID,VALUE,ANNOTATION_LABEL
1,0,Proximal tubules (CD183++/CD227-)
2,2,Immune cells (CD45+)
3,0,Proximal tubules (CD183++/CD227-)
4,0,Proximal tubules (CD183++/CD227-)
5,0,Proximal tubules (CD183++/CD227-)
6,6,Basement membrane (collagenIV+/Perlecan+)
7,0,Proximal tubules (CD183++/CD227-)
8,0,Proximal tubules (CD183++/CD227-)
9,0,Proximal tubules (CD183++/CD227-)
10,8,Macrophages (CD45+/CD68+)
11,0,Proximal tubules (CD183++/CD227-)
12,0,Proximal tubules (CD183++/CD227-)
13,0,Proximal tubules (CD183++/CD227-)
14,0,Proximal tubules (CD183++/CD227-)
15,0,Proximal tubules (CD183++/CD227-)
16,0,Proximal tubules (CD183++/CD227-)
17,0,Proximal tubules (CD183++/CD227-)
18,0,Proximal tubules (CD183++/CD227-)
19,3,Endothelial cells (CD31+)
20,0,Proximal tubules (CD183++/CD227-)
21,4,Distal tubules (CD183+/CD227+)
22,5,Low expressing cells
23,3,Endothelial cells (CD31+)
24,4,Distal tubules (CD183+/CD227+)
25,0,Proximal tubules (CD183++/CD227-)
26,4,Distal tubules (CD183+/CD227+)
27,3,Endothelial cells (CD31+)
28,2,Immune cells (CD45+)
29,1,VSMCs (aSMA+)
30,0,Proximal tubules (CD183++/CD227-)
31,0,Proximal tubules (CD183++/CD227-)
32,2,Immune cells (CD45+)
33,4,Distal tubules (CD183+/CD227+)
34,1,VSMCs (aSMA+)
35,8,Macrophages (CD45+/CD68+)
36,6,Basement membrane (collagenIV+/Perlecan+)
37,0,Proximal tubules (CD183++/CD227-)
38,2,Immune cells (CD45+)
39,4,Distal tubules (CD183+/CD227+)
40,0,Proximal tubules (CD183++/CD227-)
41,3,Endothelial cells (CD31+)
42,1,VSMCs (aSMA+)
43,4,Distal tubules (CD183+/CD227+)
44,1,VSMCs (aSMA+)
45,6,Basement membrane (collagenIV+/Perlecan+)
46,2,Immune cells (CD45+)
47,1,VSMCs (aSMA+)
48,1,VSMCs (aSMA+)
49,0,Proximal tubules (CD183++/CD227-)
50,8,Macrophages (CD45+/CD68+)
51,4,Distal tubules (CD183+/CD227+)
52,1,VSMCs (aSMA+)
53,1,VSMCs (aSMA+)
54,4,Distal tubules (CD183+/CD227+)
55,1,VSMCs (aSMA+)
56,3,Endothelial cells (CD31+)
57,4,Distal tubules (CD183+/CD227+)
58,1,VSMCs (aSMA+)
59,0,Proximal tubules (CD183++/CD227-)
60,3,Endothelial cells (CD31+)
61,0,Proximal tubules (CD183++/CD227-)
62,0,Proximal tubules (CD183++/CD227-)
63,6,Basement membrane (collagenIV+/Perlecan+)
64,0,Proximal tubules (CD183++/CD227-)
65,2,Immune cells (CD45+)
66,0,Proximal tubules (CD183++/CD227-)
67,4,Distal tubules (CD183+/CD227+)
68,4,Distal tubules (CD183+/CD227+)
69,1,VSMCs (aSMA+)
70,1,VSMCs (aSMA+)
71,0,Proximal tubules (CD183++/CD227-)
72,4,Distal tubules (CD183+/CD227+)
73,6,Basement membrane (collagenIV+/Perlecan+)
74,1,VSMCs (aSMA+)
75,3,Endothelial cells (CD31+)
76,1,VSMCs (aSMA+)
77,4,Distal tubules (CD183+/CD227+)
78,0,Proximal tubules (CD183++/CD227-)
79,3,Endothelial cells (CD31+)
80,1,VSMCs (aSMA+)
81,0,Proximal tubules (CD183++/CD227-)
82,4,Distal tubules (CD183+/CD227+)
83,2,Immune cells (CD45+)
84,6,Basement membrane (collagenIV+/Perlecan+)
85,3,Endothelial cells (CD31+)
86,0,Proximal tubules (CD183++/CD227-)
87,1,VSMCs (aSMA+)
88,2,Immune cells (CD45+)
89,6,Basement membrane (collagenIV+/Perlecan+)
90,4,Distal tubules (CD183+/CD227+)
91,8,Macrophages (CD45+/CD68+)
92,9,Myeloid cells (CD45+/CD11b+)
93,0,Proximal tubules (CD183++/CD227-)
94,4,Distal tubules (CD183+/CD227+)
95,4,Distal tubules (CD183+/CD227+)
96,0,Proximal tubules (CD183++/CD227-)
97,2,Immune cells (CD45+)
98,1,VSMCs (aSMA+)
99,2,Immune cells (CD45+)
100,0,Proximal tubules (CD183++/CD227-)
101,1,VSMCs (aSMA+)
102,4,Distal tubules (CD183+/CD227+)
103,3,Endothelial cells (CD31+)
104,3,Endothelial cells (CD31+)
105,1,VSMCs (aSMA+)
106,4,Distal tubules (CD183+/CD227+)
107,2,Immune cells (CD45+)
108,2,Immune cells (CD45+)
109,0,Proximal tubules (CD183++/CD227-)
110,2,Immune cells (CD45+)
111,1,VSMCs (aSMA+)
112,0,Proximal tubules (CD183++/CD227-)
113,3,Endothelial cells (CD31+)
114,4,Distal tubules (CD183+/CD227+)
115,5,Low expressing cells
116,4,Distal tubules (CD183+/CD227+)
117,4,Distal tubules (CD183+/CD227+)
118,4,Distal tubules (CD183+/CD227+)
119,1,VSMCs (aSMA+)
120,0,Proximal tubules (CD183++/CD227-)
121,4,Distal tubules (CD183+/CD227+)
122,2,Immune cells (CD45+)
123,4,Distal tubules (CD183+/CD227+)
124,1,VSMCs (aSMA+)
125,4,Distal tubules (CD183+/CD227+)
126,2,Immune cells (CD45+)
127,3,Endothelial cells (CD31+)
128,2,Immune cells (CD45+)
129,3,Endothelial cells (CD31+)
130,4,Distal tubules (CD183+/CD227+)
131,0,Proximal tubules (CD183++/CD227-)
132,1,VSMCs (aSMA+)
133,4,Distal tubules (CD183+/CD227+)
134,2,Immune cells (CD45+)
135,4,Distal tubules (CD183+/CD227+)
136,4,Distal tubules (CD183+/CD227+)
137,2,Immune cells (CD45+)
138,1,VSMCs (aSMA+)
139,0,Proximal tubules (CD183++/CD227-)
140,0,Proximal tubules (CD183++/CD227-)
141,0,Proximal tubules (CD183++/CD227-)
142,0,Proximal tubules (CD183++/CD227-)
143,4,Distal tubules (CD183+/CD227+)
144,4,Distal tubules (CD183+/CD227+)
145,3,Endothelial cells (CD31+)
146,4,Distal tubules (CD183+/CD227+)
147,0,Proximal tubules (CD183++/CD227-)
148,1,VSMCs (aSMA+)
149,2,Immune cells (CD45+)
150,2,Immune cells (CD45+)
151,4,Distal tubules (CD183+/CD227+)
152,4,Distal tubules (CD183+/CD227+)
153,8,Macrophages (CD45+/CD68+)
154,4,Distal tubules (CD183+/CD227+)
155,3,Endothelial cells (CD31+)
156,1,VSMCs (aSMA+)
157,6,Basement membrane (collagenIV+/Perlecan+)
158,4,Distal tubules (CD183+/CD227+)
159,4,Distal tubules (CD183+/CD227+)
160,4,Distal tubules (CD183+/CD227+)
161,4,Distal tubules (CD183+/CD227+)
162,1,VSMCs (aSMA+)
163,8,Macrophages (CD45+/CD68+)
164,2,Immune cells (CD45+)
165,2,Immune cells (CD45+)
166,4,Distal tubules (CD183+/CD227+)
167,4,Distal tubules (CD183+/CD227+)
168,6,Basement membrane (collagenIV+/Perlecan+)
169,4,Distal tubules (CD183+/CD227+)
170,4,Distal tubules (CD183+/CD227+)
171,1,VSMCs (aSMA+)
172,4,Distal tubules (CD183+/CD227+)
173,4,Distal tubules (CD183+/CD227+)
174,4,Distal tubules (CD183+/CD227+)
175,4,Distal tubules (CD183+/CD227+)
176,4,Distal tubules (CD183+/CD227+)
177,4,Distal tubules (CD183+/CD227+)
178,8,Macrophages (CD45+/CD68+)
179,0,Proximal tubules (CD183++/CD227-)
180,4,Distal tubules (CD183+/CD227+)
181,4,Distal tubules (CD183+/CD227+)
182,5,Low expressing cells
183,9,Myeloid cells (CD45+/CD11b+)
184,4,Distal tubules (CD183+/CD227+)
185,2,Immune cells (CD45+)
186,1,VSMCs (aSMA+)
187,2,Immune cells (CD45+)
188,4,Distal tubules (CD183+/CD227+)
189,1,VSMCs (aSMA+)
190,4,Distal tubules (CD183+/CD227+)
191,4,Distal tubules (CD183+/CD227+)
192,2,Immune cells (CD45+)
193,0,Proximal tubules (CD183++/CD227-)
194,0,Proximal tubules (CD183++/CD227-)
195,2,Immune cells (CD45+)
196,4,Distal tubules (CD183+/CD227+)
197,1,VSMCs (aSMA+)
198,3,Endothelial cells (CD31+)
199,0,Proximal tubules (CD183++/CD227-)
200,4,Distal tubules (CD183+/CD227+)
201,1,VSMCs (aSMA+)
202,6,Basement membrane (collagenIV+/Perlecan+)
203,4,Distal tubules (CD183+/CD227+)
204,3,Endothelial cells (CD31+)
205,4,Distal tubules (CD183+/CD227+)
206,2,Immune cells (CD45+)
207,2,Immune cells (CD45+)
208,4,Distal tubules (CD183+/CD227+)
209,2,Immune cells (CD45+)
210,6,Basement membrane (collagenIV+/Perlecan+)
211,4,Distal tubules (CD183+/CD227+)
212,0,Proximal tubules (CD183++/CD227-)
213,4,Distal tubules (CD183+/CD227+)
214,4,Distal tubules (CD183+/CD227+)
215,4,Distal tubules (CD183+/CD227+)
216,4,Distal tubules (CD183+/CD227+)
217,4,Distal tubules (CD183+/CD227+)
218,2,Immune cells (CD45+)
219,2,Immune cells (CD45+)
220,4,Distal tubules (CD183+/CD227+)
221,8,Macrophages (CD45+/CD68+)
222,4,Distal tubules (CD183+/CD227+)
223,4,Distal tubules (CD183+/CD227+)
224,4,Distal tubules (CD183+/CD227+)
225,9,Myeloid cells (CD45+/CD11b+)
226,1,VSMCs (aSMA+)
227,4,Distal tubules (CD183+/CD227+)
228,4,Distal tubules (CD183+/CD227+)
229,4,Distal tubules (CD183+/CD227+)
230,4,Distal tubules (CD183+/CD227+)
231,1,VSMCs (aSMA+)
232,4,Distal tubules (CD183+/CD227+)
233,5,Low expressing cells
234,2,Immune cells (CD45+)
235,4,Distal tubules (CD183+/CD227+)
236,9,Myeloid cells (CD45+/CD11b+)
237,4,Distal tubules (CD183+/CD227+)
238,4,Distal tubules (CD183+/CD227+)
239,4,Distal tubules (CD183+/CD227+)
240,3,Endothelial cells (CD31+)
241,2,Immune cells (CD45+)
242,3,Endothelial cells (CD31+)
243,4,Distal tubules (CD183+/CD227+)
244,4,Distal tubules (CD183+/CD227+)
245,1,VSMCs (aSMA+)
246,1,VSMCs (aSMA+)
247,4,Distal tubules (CD183+/CD227+)
248,0,Proximal tubules (CD183++/CD227-)
249,0,Proximal tubules (CD183++/CD227-)
250,4,Distal tubules (CD183+/CD227+)
251,4,Distal tubules (CD183+/CD227+)
252,0,Proximal tubules (CD183++/CD227-)
253,2,Immune cells (CD45+)
254,2,Immune cells (CD45+)
255,2,Immune cells (CD45+)
256,4,Distal tubules (CD183+/CD227+)
257,8,Macrophages (CD45+/CD68+)
258,4,Distal tubules (CD183+/CD227+)
259,2,Immune cells (CD45+)
260,1,VSMCs (aSMA+)
261,4,Distal tubules (CD183+/CD227+)
262,3,Endothelial cells (CD31+)
263,4,Distal tubules (CD183+/CD227+)
264,2,Immune cells (CD45+)
265,5,Low expressing cells
266,4,Distal tubules (CD183+/CD227+)
267,4,Distal tubules (CD183+/CD227+)
268,4,Distal tubules (CD183+/CD227+)
269,4,Distal tubules (CD183+/CD227+)
270,4,Distal tubules (CD183+/CD227+)
271,4,Distal tubules (CD183+/CD227+)
272,4,Distal tubules (CD183+/CD227+)
273,0,Proximal tubules (CD183++/CD227-)
274,3,Endothelial cells (CD31+)
275,0,Proximal tubules (CD183++/CD227-)
276,4,Distal tubules (CD183+/CD227+)
277,2,Immune cells (CD45+)
278,1,VSMCs (aSMA+)
279,0,Proximal tubules (CD183++/CD227-)
280,4,Distal tubules (CD183+/CD227+)
281,4,Distal tubules (CD183+/CD227+)
282,0,Proximal tubules (CD183++/CD227-)
283,3,Endothelial cells (CD31+)
284,1,VSMCs (aSMA+)
285,3,Endothelial cells (CD31+)
286,2,Immune cells (CD45+)
287,4,Distal tubules (CD183+/CD227+)
288,3,Endothelial cells (CD31+)
289,0,Proximal tubules (CD183++/CD227-)
290,0,Proximal tubules (CD183++/CD227-)
291,4,Distal tubules (CD183+/CD227+)
292,0,Proximal tubules (CD183++/CD227-)
293,0,Proximal tubules (CD183++/CD227-)
294,4,Distal tubules (CD183+/CD227+)
295,0,Proximal tubules (CD183++/CD227-)
296,4,Distal tubules (CD183+/CD227+)
297,4,Distal tubules (CD183+/CD227+)
298,3,Endothelial cells (CD31+)
299,2,Immune cells (CD45+)
300,0,Proximal tubules (CD183++/CD227-)
301,4,Distal tubules (CD183+/CD227+)
302,0,Proximal tubules (CD183++/CD227-)
303,1,VSMCs (aSMA+)
304,0,Proximal tubules (CD183++/CD227-)
305,4,Distal tubules (CD183+/CD227+)
306,3,Endothelial cells (CD31+)
307,1,VSMCs (aSMA+)
308,0,Proximal tubules (CD183++/CD227-)
309,0,Proximal tubules (CD183++/CD227-)
310,2,Immune cells (CD45+)
311,0,Proximal tubules (CD183++/CD227-)
312,0,Proximal tubules (CD183++/CD227-)
313,4,Distal tubules (CD183+/CD227+)
314,0,Proximal tubules (CD183++/CD227-)
315,0,Proximal tubules (CD183++/CD227-)
316,2,Immune cells (CD45+)
317,2,Immune cells (CD45+)
318,4,Distal tubules (CD183+/CD227+)
319,0,Proximal tubules (CD183++/CD227-)
320,1,VSMCs (aSMA+)
321,2,Immune cells (CD45+)
322,0,Proximal tubules (CD183++/CD227-)
323,3,Endothelial cells (CD31+)
324,0,Proximal tubules (CD183++/CD227-)
325,2,Immune cells (CD45+)
326,4,Distal tubules (CD183+/CD227+)
327,0,Proximal tubules (CD183++/CD227-)
328,3,Endothelial cells (CD31+)
329,0,Proximal tubules (CD183++/CD227-)
330,2,Immune cells (CD45+)
331,3,Endothelial cells (CD31+)
332,0,Proximal tubules (CD183++/CD227-)
333,2,Immune cells (CD45+)
334,4,Distal tubules (CD183+/CD227+)
335,0,Proximal tubules (CD183++/CD227-)
336,0,Proximal tubules (CD183++/CD227-)
337,1,VSMCs (aSMA+)
338,3,Endothelial cells (CD31+)
339,2,Immune cells (CD45+)
340,3,Endothelial cells (CD31+)
341,2,Immune cells (CD45+)
342,3,Endothelial cells (CD31+)
343,0,Proximal tubules (CD183++/CD227-)
344,1,VSMCs (aSMA+)
345,8,Macrophages (CD45+/CD68+)
346,0,Proximal tubules (CD183++/CD227-)
347,2,Immune cells (CD45+)
348,2,Immune cells (CD45+)
349,4,Distal tubules (CD183+/CD227+)
350,0,Proximal tubules (CD183++/CD227-)
351,2,Immune cells (CD45+)
352,0,Proximal tubules (CD183++/CD227-)
353,9,Myeloid cells (CD45+/CD11b+)
354,0,Proximal tubules (CD183++/CD227-)
355,0,Proximal tubules (CD183++/CD227-)
356,8,Macrophages (CD45+/CD68+)
357,0,Proximal tubules (CD183++/CD227-)
358,0,Proximal tubules (CD183++/CD227-)
359,3,Endothelial cells (CD31+)
360,4,Distal tubules (CD183+/CD227+)
361,2,Immune cells (CD45+)
362,0,Proximal tubules (CD183++/CD227-)
363,0,Proximal tubules (CD183++/CD227-)
364,8,Macrophages (CD45+/CD68+)
365,3,Endothelial cells (CD31+)
366,2,Immune cells (CD45+)
367,4,Distal tubules (CD183+/CD227+)
368,1,VSMCs (aSMA+)
369,2,Immune cells (CD45+)
370,3,Endothelial cells (CD31+)
371,4,Distal tubules (CD183+/CD227+)
372,0,Proximal tubules (CD183++/CD227-)
373,4,Distal tubules (CD183+/CD227+)
374,2,Immune cells (CD45+)
375,0,Proximal tubules (CD183++/CD227-)
376,0,Proximal tubules (CD183++/CD227-)
377,6,Basement membrane (collagenIV+/Perlecan+)
378,8,Macrophages (CD45+/CD68+)
379,3,Endothelial cells (CD31+)
380,4,Distal tubules (CD183+/CD227+)
381,1,VSMCs (aSMA+)
382,0,Proximal tubules (CD183++/CD227-)
383,4,Distal tubules (CD183+/CD227+)
384,5,Low expressing cells
385,0,Proximal tubules (CD183++/CD227-)
386,2,Immune cells (CD45+)
387,4,Distal tubules (CD183+/CD227+)
388,2,Immune cells (CD45+)
389,5,Low expressing cells
390,0,Proximal tubules (CD183++/CD227-)
391,8,Macrophages (CD45+/CD68+)
392,2,Immune cells (CD45+)
393,0,Proximal tubules (CD183++/CD227-)
394,5,Low expressing cells
395,0,Proximal tubules (CD183++/CD227-)
396,4,Distal tubules (CD183+/CD227+)
397,2,Immune cells (CD45+)
398,4,Distal tubules (CD183+/CD227+)
399,3,Endothelial cells (CD31+)
400,0,Proximal tubules (CD183++/CD227-)
401,2,Immune cells (CD45+)
402,8,Macrophages (CD45+/CD68+)
403,4,Distal tubules (CD183+/CD227+)
404,4,Distal tubules (CD183+/CD227+)
405,0,Proximal tubules (CD183++/CD227-)
406,5,Low expressing cells
407,0,Proximal tubules (CD183++/CD227-)
408,8,Macrophages (CD45+/CD68+)
409,4,Distal tubules (CD183+/CD227+)
410,0,Proximal tubules (CD183++/CD227-)
411,2,Immune cells (CD45+)
412,2,Immune cells (CD45+)
413,4,Distal tubules (CD183+/CD227+)
414,1,VSMCs (aSMA+)
415,8,Macrophages (CD45+/CD68+)
416,0,Proximal tubules (CD183++/CD227-)
417,4,Distal tubules (CD183+/CD227+)
418,0,Proximal tubules (CD183++/CD227-)
419,0,Proximal tubules (CD183++/CD227-)
420,3,Endothelial cells (CD31+)
421,4,Distal tubules (CD183+/CD227+)
422,0,Proximal tubules (CD183++/CD227-)
423,0,Proximal tubules (CD183++/CD227-)
424,0,Proximal tubules (CD183++/CD227-)
425,2,Immune cells (CD45+)
426,2,Immune cells (CD45+)
