CELL_ID,VALUE,ANNOTATION_LABEL
1,1,VSMCs (aSMA+)
2,3,Endothelial cells (CD31+)
3,0,Proximal tubules (CD183++/CD227-)
4,0,Proximal tubules (CD183++/CD227-)
5,1,VSMCs (aSMA+)
6,4,Distal tubules (CD183+/CD227+)
7,3,Endothelial cells (CD31+)
8,0,Proximal tubules (CD183++/CD227-)
9,4,Distal tubules (CD183+/CD227+)
10,0,Proximal tubules (CD183++/CD227-)
11,0,Proximal tubules (CD183++/CD227-)
12,0,Proximal tubules (CD183++/CD227-)
13,4,Distal tubules (CD183+/CD227+)
14,0,Proximal tubules (CD183++/CD227-)
15,2,Immune cells (CD45+)
16,1,VSMCs (aSMA+)
17,1,VSMCs (aSMA+)
18,4,Distal tubules (CD183+/CD227+)
19,3,Endothelial cells (CD31+)
20,0,Proximal tubules (CD183++/CD227-)
21,1,VSMCs (aSMA+)
22,0,Proximal tubules (CD183++/CD227-)
23,0,Proximal tubules (CD183++/CD227-)
24,4,Distal tubules (CD183+/CD227+)
25,3,Endothelial cells (CD31+)
26,3,Endothelial cells (CD31+)
27,0,Proximal tubules (CD183++/CD227-)
28,0,Proximal tubules (CD183++/CD227-)
29,0,Proximal tubules (CD183++/CD227-)
30,0,Proximal tubules (CD183++/CD227-)
31,5,Low expressing cells
32,0,Proximal tubules (CD183++/CD227-)
33,1,VSMCs (aSMA+)
34,3,Endothelial cells (CD31+)
35,0,Proximal tubules (CD183++/CD227-)
36,0,Proximal tubules (CD183++/CD227-)
37,0,Proximal tubules (CD183++/CD227-)
38,4,Distal tubules (CD183+/CD227+)
39,5,Low expressing cells
40,1,VSMCs (aSMA+)
41,5,Low expressing cells
42,4,Distal tubules (CD183+/CD227+)
43,0,Proximal tubules (CD183++/CD227-)
44,3,Endothelial cells (CD31+)
45,4,Distal tubules (CD183+/CD227+)
46,5,Low expressing cells
47,4,Distal tubules (CD183+/CD227+)
48,6,Basement membrane (collagenIV+/Perlecan+)
49,0,Proximal tubules (CD183++/CD227-)
50,0,Proximal tubules (CD183++/CD227-)
51,0,Proximal tubules (CD183++/CD227-)
52,4,Distal tubules (CD183+/CD227+)
53,4,Distal tubules (CD183+/CD227+)
54,0,Proximal tubules (CD183++/CD227-)
55,0,Proximal tubules (CD183++/CD227-)
56,0,Proximal tubules (CD183++/CD227-)
57,4,Distal tubules (CD183+/CD227+)
58,3,Endothelial cells (CD31+)
59,8,Macrophages (CD45+/CD68+)
60,1,VSMCs (aSMA+)
61,0,Proximal tubules (CD183++/CD227-)
62,1,VSMCs (aSMA+)
63,0,Proximal tubules (CD183++/CD227-)
64,0,Proximal tubules (CD183++/CD227-)
65,4,Distal tubules (CD183+/CD227+)
66,0,Proximal tubules (CD183++/CD227-)
67,0,Proximal tubules (CD183++/CD227-)
68,4,Distal tubules (CD183+/CD227+)
69,4,Distal tubules (CD183+/CD227+)
70,0,Proximal tubules (CD183++/CD227-)
71,0,Proximal tubules (CD183++/CD227-)
72,2,Immune cells (CD45+)
73,1,VSMCs (aSMA+)
74,0,Proximal tubules (CD183++/CD227-)
75,0,Proximal tubules (CD183++/CD227-)
76,4,Distal tubules (CD183+/CD227+)
77,3,Endothelial cells (CD31+)
78,0,Proximal tubules (CD183++/CD227-)
79,0,Proximal tubules (CD183++/CD227-)
80,0,Proximal tubules (CD183++/CD227-)
81,4,Distal tubules (CD183+/CD227+)
82,1,VSMCs (aSMA+)
83,0,Proximal tubules (CD183++/CD227-)
84,2,Immune cells (CD45+)
85,1,VSMCs (aSMA+)
86,3,Endothelial cells (CD31+)
87,0,Proximal tubules (CD183++/CD227-)
88,0,Proximal tubules (CD183++/CD227-)
89,3,Endothelial cells (CD31+)
90,1,VSMCs (aSMA+)
91,1,VSMCs (aSMA+)
92,0,Proximal tubules (CD183++/CD227-)
93,5,Low expressing cells
94,1,VSMCs (aSMA+)
95,4,Distal tubules (CD183+/CD227+)
96,6,Basement membrane (collagenIV+/Perlecan+)
97,0,Proximal tubules (CD183++/CD227-)
98,0,Proximal tubules (CD183++/CD227-)
99,0,Proximal tubules (CD183++/CD227-)
100,1,VSMCs (aSMA+)
101,6,Basement membrane (collagenIV+/Perlecan+)
102,4,Distal tubules (CD183+/CD227+)
103,4,Distal tubules (CD183+/CD227+)
104,4,Distal tubules (CD183+/CD227+)
105,0,Proximal tubules (CD183++/CD227-)
106,2,Immune cells (CD45+)
107,0,Proximal tubules (CD183++/CD227-)
108,0,Proximal tubules (CD183++/CD227-)
109,4,Distal tubules (CD183+/CD227+)
110,6,Basement membrane (collagenIV+/Perlecan+)
111,4,Distal tubules (CD183+/CD227+)
112,3,Endothelial cells (CD31+)
113,6,Basement membrane (collagenIV+/Perlecan+)
114,3,Endothelial cells (CD31+)
115,6,Basement membrane (collagenIV+/Perlecan+)
116,1,VSMCs (aSMA+)
117,8,Macrophages (CD45+/CD68+)
118,0,Proximal tubules (CD183++/CD227-)
119,0,Proximal tubules (CD183++/CD227-)
120,8,Macrophages (CD45+/CD68+)
121,0,Proximal tubules (CD183++/CD227-)
122,0,Proximal tubules (CD183++/CD227-)
123,4,Distal tubules (CD183+/CD227+)
124,4,Distal tubules (CD183+/CD227+)
125,4,Distal tubules (CD183+/CD227+)
126,8,Macrophages (CD45+/CD68+)
127,6,Basement membrane (collagenIV+/Perlecan+)
128,0,Proximal tubules (CD183++/CD227-)
129,4,Distal tubules (CD183+/CD227+)
130,3,Endothelial cells (CD31+)
131,2,Immune cells (CD45+)
132,2,Immune cells (CD45+)
133,0,Proximal tubules (CD183++/CD227-)
134,0,Proximal tubules (CD183++/CD227-)
135,8,Macrophages (CD45+/CD68+)
136,0,Proximal tubules (CD183++/CD227-)
137,3,Endothelial cells (CD31+)
138,5,Low expressing cells
139,0,Proximal tubules (CD183++/CD227-)
140,0,Proximal tubules (CD183++/CD227-)
141,4,Distal tubules (CD183+/CD227+)
142,0,Proximal tubules (CD183++/CD227-)
143,0,Proximal tubules (CD183++/CD227-)
144,2,Immune cells (CD45+)
145,0,Proximal tubules (CD183++/CD227-)
146,5,Low expressing cells
147,4,Distal tubules (CD183+/CD227+)
148,2,Immune cells (CD45+)
149,0,Proximal tubules (CD183++/CD227-)
150,0,Proximal tubules (CD183++/CD227-)
151,3,Endothelial cells (CD31+)
152,0,Proximal tubules (CD183++/CD227-)
153,5,Low expressing cells
154,2,Immune cells (CD45+)
155,2,Immune cells (CD45+)
156,2,Immune cells (CD45+)
157,0,Proximal tubules (CD183++/CD227-)
158,4,Distal tubules (CD183+/CD227+)
159,2,Immune cells (CD45+)
160,4,Distal tubules (CD183+/CD227+)
161,3,Endothelial cells (CD31+)
162,7,Endothelial cells (CD31+/CD196+)
163,4,Distal tubules (CD183+/CD227+)
164,8,Macrophages (CD45+/CD68+)
165,4,Distal tubules (CD183+/CD227+)
166,2,Immune cells (CD45+)
167,2,Immune cells (CD45+)
168,0,Proximal tubules (CD183++/CD227-)
169,0,Proximal tubules (CD183++/CD227-)
170,0,Proximal tubules (CD183++/CD227-)
171,2,Immune cells (CD45+)
172,0,Proximal tubules (CD183++/CD227-)
173,4,Distal tubules (CD183+/CD227+)
174,4,Distal tubules (CD183+/CD227+)
175,2,Immune cells (CD45+)
176,2,Immune cells (CD45+)
177,4,Distal tubules (CD183+/CD227+)
178,8,Macrophages (CD45+/CD68+)
179,1,VSMCs (aSMA+)
180,0,Proximal tubules (CD183++/CD227-)
181,2,Immune cells (CD45+)
182,8,Macrophages (CD45+/CD68+)
183,3,Endothelial cells (CD31+)
184,4,Distal tubules (CD183+/CD227+)
185,2,Immune cells (CD45+)
186,2,Immune cells (CD45+)
187,4,Distal tubules (CD183+/CD227+)
188,2,Immune cells (CD45+)
189,4,Distal tubules (CD183+/CD227+)
190,0,Proximal tubules (CD183++/CD227-)
191,0,Proximal tubules (CD183++/CD227-)
192,0,Proximal tubules (CD183++/CD227-)
193,4,Distal tubules (CD183+/CD227+)
194,4,Distal tubules (CD183+/CD227+)
195,8,Macrophages (CD45+/CD68+)
196,0,Proximal tubules (CD183++/CD227-)
197,1,VSMCs (aSMA+)
198,2,Immune cells (CD45+)
199,2,Immune cells (CD45+)
