CELL_ID,VALUE,ANNOTATION_LABEL
1,10,Nestin+ cells (nestin+)
2,0,Proximal tubules (CD183++/CD227-)
3,4,Distal tubules (CD183+/CD227+)
4,4,Distal tubules (CD183+/CD227+)
5,0,Proximal tubules (CD183++/CD227-)
6,6,Basement membrane (collagenIV+/Perlecan+)
7,6,Basement membrane (collagenIV+/Perlecan+)
8,0,Proximal tubules (CD183++/CD227-)
9,0,Proximal tubules (CD183++/CD227-)
10,8,Macrophages (CD45+/CD68+)
11,6,Basement membrane (collagenIV+/Perlecan+)
12,10,Nestin+ cells (nestin+)
13,6,Basement membrane (collagenIV+/Perlecan+)
14,0,Proximal tubules (CD183++/CD227-)
15,0,Proximal tubules (CD183++/CD227-)
16,10,Nestin+ cells (nestin+)
17,3,Endothelial cells (CD31+)
18,0,Proximal tubules (CD183++/CD227-)
19,0,Proximal tubules (CD183++/CD227-)
20,3,Endothelial cells (CD31+)
21,0,Proximal tubules (CD183++/CD227-)
22,0,Proximal tubules (CD183++/CD227-)
23,5,Low expressing cells
24,7,Endothelial cells (CD31+/CD196+)
25,0,Proximal tubules (CD183++/CD227-)
26,3,Endothelial cells (CD31+)
27,7,Endothelial cells (CD31+/CD196+)
28,0,Proximal tubules (CD183++/CD227-)
29,0,Proximal tubules (CD183++/CD227-)
30,10,Nestin+ cells (nestin+)
31,7,Endothelial cells (CD31+/CD196+)
32,2,Immune cells (CD45+)
33,2,Immune cells (CD45+)
34,3,Endothelial cells (CD31+)
35,10,Nestin+ cells (nestin+)
36,0,Proximal tubules (CD183++/CD227-)
37,0,Proximal tubules (CD183++/CD227-)
38,8,Macrophages (CD45+/CD68+)
39,0,Proximal tubules (CD183++/CD227-)
40,0,Proximal tubules (CD183++/CD227-)
41,6,Basement membrane (collagenIV+/Perlecan+)
42,0,Proximal tubules (CD183++/CD227-)
43,0,Proximal tubules (CD183++/CD227-)
44,10,Nestin+ cells (nestin+)
45,6,Basement membrane (collagenIV+/Perlecan+)
46,2,Immune cells (CD45+)
47,0,Proximal tubules (CD183++/CD227-)
48,10,Nestin+ cells (nestin+)
49,1,VSMCs (aSMA+)
50,0,Proximal tubules (CD183++/CD227-)
51,10,Nestin+ cells (nestin+)
52,2,Immune cells (CD45+)
53,0,Proximal tubules (CD183++/CD227-)
54,0,Proximal tubules (CD183++/CD227-)
55,0,Proximal tubules (CD183++/CD227-)
56,7,Endothelial cells (CD31+/CD196+)
57,2,Immune cells (CD45+)
58,7,Endothelial cells (CD31+/CD196+)
59,6,Basement membrane (collagenIV+/Perlecan+)
60,7,Endothelial cells (CD31+/CD196+)
61,0,Proximal tubules (CD183++/CD227-)
62,5,Low expressing cells
63,0,Proximal tubules (CD183++/CD227-)
64,7,Endothelial cells (CD31+/CD196+)
65,0,Proximal tubules (CD183++/CD227-)
66,7,Endothelial cells (CD31+/CD196+)
67,0,Proximal tubules (CD183++/CD227-)
68,2,Immune cells (CD45+)
69,0,Proximal tubules (CD183++/CD227-)
70,7,Endothelial cells (CD31+/CD196+)
71,5,Low expressing cells
72,10,Nestin+ cells (nestin+)
73,7,Endothelial cells (CD31+/CD196+)
74,4,Distal tubules (CD183+/CD227+)
75,6,Basement membrane (collagenIV+/Perlecan+)
76,6,Basement membrane (collagenIV+/Perlecan+)
77,2,Immune cells (CD45+)
78,0,Proximal tubules (CD183++/CD227-)
79,10,Nestin+ cells (nestin+)
80,7,Endothelial cells (CD31+/CD196+)
81,10,Nestin+ cells (nestin+)
82,0,Proximal tubules (CD183++/CD227-)
83,6,Basement membrane (collagenIV+/Perlecan+)
84,6,Basement membrane (collagenIV+/Perlecan+)
85,0,Proximal tubules (CD183++/CD227-)
86,7,Endothelial cells (CD31+/CD196+)
87,0,Proximal tubules (CD183++/CD227-)
88,7,Endothelial cells (CD31+/CD196+)
89,7,Endothelial cells (CD31+/CD196+)
90,2,Immune cells (CD45+)
91,0,Proximal tubules (CD183++/CD227-)
92,10,Nestin+ cells (nestin+)
93,7,Endothelial cells (CD31+/CD196+)
94,5,Low expressing cells
95,0,Proximal tubules (CD183++/CD227-)
96,7,Endothelial cells (CD31+/CD196+)
97,6,Basement membrane (collagenIV+/Perlecan+)
98,3,Endothelial cells (CD31+)
99,2,Immune cells (CD45+)
100,0,Proximal tubules (CD183++/CD227-)
101,7,Endothelial cells (CD31+/CD196+)
102,3,Endothelial cells (CD31+)
103,6,Basement membrane (collagenIV+/Perlecan+)
104,10,Nestin+ cells (nestin+)
105,10,Nestin+ cells (nestin+)
106,0,Proximal tubules (CD183++/CD227-)
107,4,Distal tubules (CD183+/CD227+)
108,4,Distal tubules (CD183+/CD227+)
109,9,Myeloid cells (CD45+/CD11b+)
110,7,Endothelial cells (CD31+/CD196+)
111,0,Proximal tubules (CD183++/CD227-)
112,2,Immune cells (CD45+)
113,7,Endothelial cells (CD31+/CD196+)
114,10,Nestin+ cells (nestin+)
115,6,Basement membrane (collagenIV+/Perlecan+)
116,3,Endothelial cells (CD31+)
117,6,Basement membrane (collagenIV+/Perlecan+)
118,6,Basement membrane (collagenIV+/Perlecan+)
119,0,Proximal tubules (CD183++/CD227-)
120,0,Proximal tubules (CD183++/CD227-)
121,3,Endothelial cells (CD31+)
122,7,Endothelial cells (CD31+/CD196+)
123,4,Distal tubules (CD183+/CD227+)
124,4,Distal tubules (CD183+/CD227+)
125,7,Endothelial cells (CD31+/CD196+)
126,10,Nestin+ cells (nestin+)
127,6,Basement membrane (collagenIV+/Perlecan+)
128,6,Basement membrane (collagenIV+/Perlecan+)
129,10,Nestin+ cells (nestin+)
130,0,Proximal tubules (CD183++/CD227-)
131,0,Proximal tubules (CD183++/CD227-)
132,7,Endothelial cells (CD31+/CD196+)
133,10,Nestin+ cells (nestin+)
134,7,Endothelial cells (CD31+/CD196+)
135,0,Proximal tubules (CD183++/CD227-)
136,4,Distal tubules (CD183+/CD227+)
137,4,Distal tubules (CD183+/CD227+)
138,4,Distal tubules (CD183+/CD227+)
139,0,Proximal tubules (CD183++/CD227-)
140,5,Low expressing cells
141,0,Proximal tubules (CD183++/CD227-)
142,0,Proximal tubules (CD183++/CD227-)
143,7,Endothelial cells (CD31+/CD196+)
144,7,Endothelial cells (CD31+/CD196+)
145,4,Distal tubules (CD183+/CD227+)
146,8,Macrophages (CD45+/CD68+)
147,7,Endothelial cells (CD31+/CD196+)
148,1,VSMCs (aSMA+)
149,1,VSMCs (aSMA+)
150,7,Endothelial cells (CD31+/CD196+)
151,7,Endothelial cells (CD31+/CD196+)
152,4,Distal tubules (CD183+/CD227+)
153,6,Basement membrane (collagenIV+/Perlecan+)
154,6,Basement membrane (collagenIV+/Perlecan+)
155,5,Low expressing cells
156,0,Proximal tubules (CD183++/CD227-)
157,1,VSMCs (aSMA+)
158,2,Immune cells (CD45+)
159,6,Basement membrane (collagenIV+/Perlecan+)
160,3,Endothelial cells (CD31+)
161,7,Endothelial cells (CD31+/CD196+)
162,7,Endothelial cells (CD31+/CD196+)
163,10,Nestin+ cells (nestin+)
164,10,Nestin+ cells (nestin+)
165,0,Proximal tubules (CD183++/CD227-)
166,1,VSMCs (aSMA+)
167,7,Endothelial cells (CD31+/CD196+)
168,3,Endothelial cells (CD31+)
169,4,Distal tubules (CD183+/CD227+)
170,3,Endothelial cells (CD31+)
171,1,VSMCs (aSMA+)
172,1,VSMCs (aSMA+)
173,4,Distal tubules (CD183+/CD227+)
174,0,Proximal tubules (CD183++/CD227-)
175,0,Proximal tubules (CD183++/CD227-)
176,3,Endothelial cells (CD31+)
177,1,VSMCs (aSMA+)
178,1,VSMCs (aSMA+)
179,0,Proximal tubules (CD183++/CD227-)
180,6,Basement membrane (collagenIV+/Perlecan+)
181,2,Immune cells (CD45+)
182,3,Endothelial cells (CD31+)
183,4,Distal tubules (CD183+/CD227+)
184,7,Endothelial cells (CD31+/CD196+)
185,0,Proximal tubules (CD183++/CD227-)
186,4,Distal tubules (CD183+/CD227+)
187,4,Distal tubules (CD183+/CD227+)
188,0,Proximal tubules (CD183++/CD227-)
189,7,Endothelial cells (CD31+/CD196+)
190,10,Nestin+ cells (nestin+)
191,4,Distal tubules (CD183+/CD227+)
192,6,Basement membrane (collagenIV+/Perlecan+)
193,4,Distal tubules (CD183+/CD227+)
194,10,Nestin+ cells (nestin+)
195,6,Basement membrane (collagenIV+/Perlecan+)
196,0,Proximal tubules (CD183++/CD227-)
197,1,VSMCs (aSMA+)
198,5,Low expressing cells
