CELL_ID,VALUE,ANNOTATION_LABEL
1,5,Low expressing cells
2,0,Proximal tubules (CD183++/CD227-)
3,6,Basement membrane (collagenIV+/Perlecan+)
4,3,Endothelial cells (CD31+)
5,0,Proximal tubules (CD183++/CD227-)
6,4,Distal tubules (CD183+/CD227+)
7,0,Proximal tubules (CD183++/CD227-)
8,0,Proximal tubules (CD183++/CD227-)
9,3,Endothelial cells (CD31+)
10,3,Endothelial cells (CD31+)
11,8,Macrophages (CD45+/CD68+)
12,4,Distal tubules (CD183+/CD227+)
13,4,Distal tubules (CD183+/CD227+)
14,1,VSMCs (aSMA+)
15,6,Basement membrane (collagenIV+/Perlecan+)
16,0,Proximal tubules (CD183++/CD227-)
17,4,Distal tubules (CD183+/CD227+)
18,0,Proximal tubules (CD183++/CD227-)
19,6,Basement membrane (collagenIV+/Perlecan+)
20,0,Proximal tubules (CD183++/CD227-)
21,3,Endothelial cells (CD31+)
22,3,Endothelial cells (CD31+)
23,4,Distal tubules (CD183+/CD227+)
24,8,Macrophages (CD45+/CD68+)
25,4,Distal tubules (CD183+/CD227+)
26,0,Proximal tubules (CD183++/CD227-)
27,0,Proximal tubules (CD183++/CD227-)
28,0,Proximal tubules (CD183++/CD227-)
29,3,Endothelial cells (CD31+)
30,3,Endothelial cells (CD31+)
31,3,Endothelial cells (CD31+)
32,4,Distal tubules (CD183+/CD227+)
33,2,Immune cells (CD45+)
34,1,VSMCs (aSMA+)
35,0,Proximal tubules (CD183++/CD227-)
36,0,Proximal tubules (CD183++/CD227-)
37,0,Proximal tubules (CD183++/CD227-)
38,3,Endothelial cells (CD31+)
39,0,Proximal tubules (CD183++/CD227-)
40,2,Immune cells (CD45+)
41,0,Proximal tubules (CD183++/CD227-)
42,8,Macrophages (CD45+/CD68+)
43,0,Proximal tubules (CD183++/CD227-)
44,5,Low expressing cells
45,2,Immune cells (CD45+)
46,4,Distal tubules (CD183+/CD227+)
47,0,Proximal tubules (CD183++/CD227-)
48,0,Proximal tubules (CD183++/CD227-)
49,7,Endothelial cells (CD31+/CD196+)
50,0,Proximal tubules (CD183++/CD227-)
51,4,Distal tubules (CD183+/CD227+)
52,0,Proximal tubules (CD183++/CD227-)
53,1,VSMCs (aSMA+)
54,1,VSMCs (aSMA+)
55,4,Distal tubules (CD183+/CD227+)
56,4,Distal tubules (CD183+/CD227+)
57,4,Distal tubules (CD183+/CD227+)
58,3,Endothelial cells (CD31+)
59,0,Proximal tubules (CD183++/CD227-)
60,0,Proximal tubules (CD183++/CD227-)
61,0,Proximal tubules (CD183++/CD227-)
62,8,Macrophages (CD45+/CD68+)
63,1,VSMCs (aSMA+)
64,4,Distal tubules (CD183+/CD227+)
65,0,Proximal tubules (CD183++/CD227-)
66,3,Endothelial cells (CD31+)
67,0,Proximal tubules (CD183++/CD227-)
68,6,Basement membrane (collagenIV+/Perlecan+)
69,3,Endothelial cells (CD31+)
70,4,Distal tubules (CD183+/CD227+)
71,8,Macrophages (CD45+/CD68+)
72,6,Basement membrane (collagenIV+/Perlecan+)
73,4,Distal tubules (CD183+/CD227+)
74,3,Endothelial cells (CD31+)
75,4,Distal tubules (CD183+/CD227+)
76,0,Proximal tubules (CD183++/CD227-)
77,5,Low expressing cells
78,7,Endothelial cells (CD31+/CD196+)
79,0,Proximal tubules (CD183++/CD227-)
80,0,Proximal tubules (CD183++/CD227-)
81,5,Low expressing cells
82,3,Endothelial cells (CD31+)
83,0,Proximal tubules (CD183++/CD227-)
84,0,Proximal tubules (CD183++/CD227-)
85,3,Endothelial cells (CD31+)
86,0,Proximal tubules (CD183++/CD227-)
87,4,Distal tubules (CD183+/CD227+)
88,3,Endothelial cells (CD31+)
89,3,Endothelial cells (CD31+)
90,6,Basement membrane (collagenIV+/Perlecan+)
91,4,Distal tubules (CD183+/CD227+)
92,1,VSMCs (aSMA+)
93,4,Distal tubules (CD183+/CD227+)
94,4,Distal tubules (CD183+/CD227+)
95,3,Endothelial cells (CD31+)
96,4,Distal tubules (CD183+/CD227+)
97,4,Distal tubules (CD183+/CD227+)
98,8,Macrophages (CD45+/CD68+)
99,0,Proximal tubules (CD183++/CD227-)
100,6,Basement membrane (collagenIV+/Perlecan+)
101,2,Immune cells (CD45+)
102,3,Endothelial cells (CD31+)
103,0,Proximal tubules (CD183++/CD227-)
104,0,Proximal tubules (CD183++/CD227-)
105,0,Proximal tubules (CD183++/CD227-)
106,0,Proximal tubules (CD183++/CD227-)
107,2,Immune cells (CD45+)
108,3,Endothelial cells (CD31+)
109,0,Proximal tubules (CD183++/CD227-)
110,6,Basement membrane (collagenIV+/Perlecan+)
111,4,Distal tubules (CD183+/CD227+)
112,4,Distal tubules (CD183+/CD227+)
113,0,Proximal tubules (CD183++/CD227-)
114,2,Immune cells (CD45+)
115,0,Proximal tubules (CD183++/CD227-)
116,4,Distal tubules (CD183+/CD227+)
117,4,Distal tubules (CD183+/CD227+)
118,0,Proximal tubules (CD183++/CD227-)
119,0,Proximal tubules (CD183++/CD227-)
120,3,Endothelial cells (CD31+)
121,3,Endothelial cells (CD31+)
122,4,Distal tubules (CD183+/CD227+)
123,0,Proximal tubules (CD183++/CD227-)
124,3,Endothelial cells (CD31+)
125,4,Distal tubules (CD183+/CD227+)
126,5,Low expressing cells
127,0,Proximal tubules (CD183++/CD227-)
128,0,Proximal tubules (CD183++/CD227-)
129,4,Distal tubules (CD183+/CD227+)
130,1,VSMCs (aSMA+)
131,8,Macrophages (CD45+/CD68+)
132,6,Basement membrane (collagenIV+/Perlecan+)
133,4,Distal tubules (CD183+/CD227+)
134,0,Proximal tubules (CD183++/CD227-)
135,6,Basement membrane (collagenIV+/Perlecan+)
136,8,Macrophages (CD45+/CD68+)
137,8,Macrophages (CD45+/CD68+)
138,8,Macrophages (CD45+/CD68+)
139,4,Distal tubules (CD183+/CD227+)
140,3,Endothelial cells (CD31+)
141,4,Distal tubules (CD183+/CD227+)
142,0,Proximal tubules (CD183++/CD227-)
143,0,Proximal tubules (CD183++/CD227-)
144,4,Distal tubules (CD183+/CD227+)
145,0,Proximal tubules (CD183++/CD227-)
146,4,Distal tubules (CD183+/CD227+)
147,8,Macrophages (CD45+/CD68+)
148,5,Low expressing cells
149,6,Basement membrane (collagenIV+/Perlecan+)
150,4,Distal tubules (CD183+/CD227+)
151,4,Distal tubules (CD183+/CD227+)
152,0,Proximal tubules (CD183++/CD227-)
153,4,Distal tubules (CD183+/CD227+)
154,8,Macrophages (CD45+/CD68+)
155,3,Endothelial cells (CD31+)
156,0,Proximal tubules (CD183++/CD227-)
157,6,Basement membrane (collagenIV+/Perlecan+)
158,3,Endothelial cells (CD31+)
159,4,Distal tubules (CD183+/CD227+)
160,0,Proximal tubules (CD183++/CD227-)
161,4,Distal tubules (CD183+/CD227+)
162,4,Distal tubules (CD183+/CD227+)
163,1,VSMCs (aSMA+)
164,3,Endothelial cells (CD31+)
165,4,Distal tubules (CD183+/CD227+)
166,4,Distal tubules (CD183+/CD227+)
167,0,Proximal tubules (CD183++/CD227-)
168,0,Proximal tubules (CD183++/CD227-)
169,3,Endothelial cells (CD31+)
170,0,Proximal tubules (CD183++/CD227-)
171,0,Proximal tubules (CD183++/CD227-)
172,0,Proximal tubules (CD183++/CD227-)
173,1,VSMCs (aSMA+)
174,4,Distal tubules (CD183+/CD227+)
175,4,Distal tubules (CD183+/CD227+)
176,1,VSMCs (aSMA+)
177,0,Proximal tubules (CD183++/CD227-)
178,0,Proximal tubules (CD183++/CD227-)
179,3,Endothelial cells (CD31+)
180,0,Proximal tubules (CD183++/CD227-)
181,6,Basement membrane (collagenIV+/Perlecan+)
182,0,Proximal tubules (CD183++/CD227-)
183,4,Distal tubules (CD183+/CD227+)
184,5,Low expressing cells
185,4,Distal tubules (CD183+/CD227+)
186,4,Distal tubules (CD183+/CD227+)
187,0,Proximal tubules (CD183++/CD227-)
188,6,Basement membrane (collagenIV+/Perlecan+)
189,4,Distal tubules (CD183+/CD227+)
190,0,Proximal tubules (CD183++/CD227-)
191,0,Proximal tubules (CD183++/CD227-)
192,0,Proximal tubules (CD183++/CD227-)
193,3,Endothelial cells (CD31+)
194,4,Distal tubules (CD183+/CD227+)
195,0,Proximal tubules (CD183++/CD227-)
196,6,Basement membrane (collagenIV+/Perlecan+)
197,6,Basement membrane (collagenIV+/Perlecan+)
198,5,Low expressing cells
199,5,Low expressing cells
200,0,Proximal tubules (CD183++/CD227-)
201,8,Macrophages (CD45+/CD68+)
202,0,Proximal tubules (CD183++/CD227-)
203,0,Proximal tubules (CD183++/CD227-)
204,4,Distal tubules (CD183+/CD227+)
205,8,Macrophages (CD45+/CD68+)
206,6,Basement membrane (collagenIV+/Perlecan+)
207,3,Endothelial cells (CD31+)
208,0,Proximal tubules (CD183++/CD227-)
209,8,Macrophages (CD45+/CD68+)
210,4,Distal tubules (CD183+/CD227+)
211,0,Proximal tubules (CD183++/CD227-)
212,4,Distal tubules (CD183+/CD227+)
213,5,Low expressing cells
214,4,Distal tubules (CD183+/CD227+)
215,4,Distal tubules (CD183+/CD227+)
216,6,Basement membrane (collagenIV+/Perlecan+)
217,0,Proximal tubules (CD183++/CD227-)
218,6,Basement membrane (collagenIV+/Perlecan+)
219,0,Proximal tubules (CD183++/CD227-)
220,0,Proximal tubules (CD183++/CD227-)
221,0,Proximal tubules (CD183++/CD227-)
222,4,Distal tubules (CD183+/CD227+)
223,4,Distal tubules (CD183+/CD227+)
224,4,Distal tubules (CD183+/CD227+)
225,0,Proximal tubules (CD183++/CD227-)
226,5,Low expressing cells
227,3,Endothelial cells (CD31+)
228,6,Basement membrane (collagenIV+/Perlecan+)
229,0,Proximal tubules (CD183++/CD227-)
230,3,Endothelial cells (CD31+)
231,2,Immune cells (CD45+)
232,4,Distal tubules (CD183+/CD227+)
233,0,Proximal tubules (CD183++/CD227-)
234,0,Proximal tubules (CD183++/CD227-)
235,9,Myeloid cells (CD45+/CD11b+)
236,6,Basement membrane (collagenIV+/Perlecan+)
237,3,Endothelial cells (CD31+)
238,0,Proximal tubules (CD183++/CD227-)
239,3,Endothelial cells (CD31+)
