CELL_ID,VALUE,ANNOTATION_LABEL
1,0,Proximal tubules (CD183++/CD227-)
2,4,Distal tubules (CD183+/CD227+)
3,1,VSMCs (aSMA+)
4,0,Proximal tubules (CD183++/CD227-)
5,4,Distal tubules (CD183+/CD227+)
6,0,Proximal tubules (CD183++/CD227-)
7,0,Proximal tubules (CD183++/CD227-)
8,6,Basement membrane (collagenIV+/Perlecan+)
9,0,Proximal tubules (CD183++/CD227-)
10,0,Proximal tubules (CD183++/CD227-)
11,4,Distal tubules (CD183+/CD227+)
12,0,Proximal tubules (CD183++/CD227-)
13,0,Proximal tubules (CD183++/CD227-)
14,0,Proximal tubules (CD183++/CD227-)
15,4,Distal tubules (CD183+/CD227+)
16,4,Distal tubules (CD183+/CD227+)
17,3,Endothelial cells (CD31+)
18,5,Low expressing cells
19,6,Basement membrane (collagenIV+/Perlecan+)
20,8,Macrophages (CD45+/CD68+)
21,4,Distal tubules (CD183+/CD227+)
22,0,Proximal tubules (CD183++/CD227-)
23,3,Endothelial cells (CD31+)
24,4,Distal tubules (CD183+/CD227+)
25,4,Distal tubules (CD183+/CD227+)
26,6,Basement membrane (collagenIV+/Perlecan+)
27,1,VSMCs (aSMA+)
28,6,Basement membrane (collagenIV+/Perlecan+)
29,0,Proximal tubules (CD183++/CD227-)
30,4,Distal tubules (CD183+/CD227+)
31,4,Distal tubules (CD183+/CD227+)
32,4,Distal tubules (CD183+/CD227+)
33,3,Endothelial cells (CD31+)
34,0,Proximal tubules (CD183++/CD227-)
35,0,Proximal tubules (CD183++/CD227-)
36,4,Distal tubules (CD183+/CD227+)
37,0,Proximal tubules (CD183++/CD227-)
38,6,Basement membrane (collagenIV+/Perlecan+)
39,4,Distal tubules (CD183+/CD227+)
40,0,Proximal tubules (CD183++/CD227-)
41,4,Distal tubules (CD183+/CD227+)
42,0,Proximal tubules (CD183++/CD227-)
43,3,Endothelial cells (CD31+)
44,1,VSMCs (aSMA+)
45,4,Distal tubules (CD183+/CD227+)
46,0,Proximal tubules (CD183++/CD227-)
47,4,Distal tubules (CD183+/CD227+)
48,0,Proximal tubules (CD183++/CD227-)
49,6,Basement membrane (collagenIV+/Perlecan+)
50,4,Distal tubules (CD183+/CD227+)
51,0,Proximal tubules (CD183++/CD227-)
52,0,Proximal tubules (CD183++/CD227-)
53,0,Proximal tubules (CD183++/CD227-)
54,4,Distal tubules (CD183+/CD227+)
55,0,Proximal tubules (CD183++/CD227-)
56,4,Distal tubules (CD183+/CD227+)
57,0,Proximal tubules (CD183++/CD227-)
58,3,Endothelial cells (CD31+)
59,6,Basement membrane (collagenIV+/Perlecan+)
60,0,Proximal tubules (CD183++/CD227-)
61,3,Endothelial cells (CD31+)
62,4,Distal tubules (CD183+/CD227+)
63,0,Proximal tubules (CD183++/CD227-)
64,6,Basement membrane (collagenIV+/Perlecan+)
65,4,Distal tubules (CD183+/CD227+)
66,1,VSMCs (aSMA+)
67,1,VSMCs (aSMA+)
68,4,Distal tubules (CD183+/CD227+)
69,4,Distal tubules (CD183+/CD227+)
70,4,Distal tubules (CD183+/CD227+)
71,4,Distal tubules (CD183+/CD227+)
72,0,Proximal tubules (CD183++/CD227-)
73,2,Immune cells (CD45+)
74,4,Distal tubules (CD183+/CD227+)
75,3,Endothelial cells (CD31+)
76,0,Proximal tubules (CD183++/CD227-)
77,0,Proximal tubules (CD183++/CD227-)
78,0,Proximal tubules (CD183++/CD227-)
79,0,Proximal tubules (CD183++/CD227-)
80,8,Macrophages (CD45+/CD68+)
81,0,Proximal tubules (CD183++/CD227-)
82,3,Endothelial cells (CD31+)
83,0,Proximal tubules (CD183++/CD227-)
84,1,VSMCs (aSMA+)
85,0,Proximal tubules (CD183++/CD227-)
86,4,Distal tubules (CD183+/CD227+)
87,3,Endothelial cells (CD31+)
88,4,Distal tubules (CD183+/CD227+)
89,3,Endothelial cells (CD31+)
90,4,Distal tubules (CD183+/CD227+)
91,3,Endothelial cells (CD31+)
92,0,Proximal tubules (CD183++/CD227-)
93,4,Distal tubules (CD183+/CD227+)
94,4,Distal tubules (CD183+/CD227+)
95,4,Distal tubules (CD183+/CD227+)
96,0,Proximal tubules (CD183++/CD227-)
97,1,VSMCs (aSMA+)
98,4,Distal tubules (CD183+/CD227+)
99,4,Distal tubules (CD183+/CD227+)
100,0,Proximal tubules (CD183++/CD227-)
101,0,Proximal tubules (CD183++/CD227-)
102,0,Proximal tubules (CD183++/CD227-)
103,3,Endothelial cells (CD31+)
104,0,Proximal tubules (CD183++/CD227-)
105,0,Proximal tubules (CD183++/CD227-)
106,1,VSMCs (aSMA+)
107,5,Low expressing cells
108,4,Distal tubules (CD183+/CD227+)
109,4,Distal tubules (CD183+/CD227+)
110,4,Distal tubules (CD183+/CD227+)
111,0,Proximal tubules (CD183++/CD227-)
112,0,Proximal tubules (CD183++/CD227-)
113,1,VSMCs (aSMA+)
114,0,Proximal tubules (CD183++/CD227-)
115,4,Distal tubules (CD183+/CD227+)
116,4,Distal tubules (CD183+/CD227+)
117,0,Proximal tubules (CD183++/CD227-)
118,3,Endothelial cells (CD31+)
119,0,Proximal tubules (CD183++/CD227-)
120,4,Distal tubules (CD183+/CD227+)
121,1,VSMCs (aSMA+)
122,4,Distal tubules (CD183+/CD227+)
123,0,Proximal tubules (CD183++/CD227-)
124,4,Distal tubules (CD183+/CD227+)
125,4,Distal tubules (CD183+/CD227+)
126,4,Distal tubules (CD183+/CD227+)
127,4,Distal tubules (CD183+/CD227+)
128,4,Distal tubules (CD183+/CD227+)
129,4,Distal tubules (CD183+/CD227+)
130,4,Distal tubules (CD183+/CD227+)
131,4,Distal tubules (CD183+/CD227+)
132,0,Proximal tubules (CD183++/CD227-)
133,4,Distal tubules (CD183+/CD227+)
134,0,Proximal tubules (CD183++/CD227-)
135,8,Macrophages (CD45+/CD68+)
136,1,VSMCs (aSMA+)
137,4,Distal tubules (CD183+/CD227+)
138,0,Proximal tubules (CD183++/CD227-)
139,6,Basement membrane (collagenIV+/Perlecan+)
140,4,Distal tubules (CD183+/CD227+)
141,4,Distal tubules (CD183+/CD227+)
142,0,Proximal tubules (CD183++/CD227-)
143,4,Distal tubules (CD183+/CD227+)
144,3,Endothelial cells (CD31+)
145,4,Distal tubules (CD183+/CD227+)
146,4,Distal tubules (CD183+/CD227+)
147,4,Distal tubules (CD183+/CD227+)
148,4,Distal tubules (CD183+/CD227+)
149,0,Proximal tubules (CD183++/CD227-)
150,4,Distal tubules (CD183+/CD227+)
151,4,Distal tubules (CD183+/CD227+)
152,4,Distal tubules (CD183+/CD227+)
153,4,Distal tubules (CD183+/CD227+)
154,0,Proximal tubules (CD183++/CD227-)
155,1,VSMCs (aSMA+)
156,0,Proximal tubules (CD183++/CD227-)
157,0,Proximal tubules (CD183++/CD227-)
158,0,Proximal tubules (CD183++/CD227-)
159,0,Proximal tubules (CD183++/CD227-)
160,4,Distal tubules (CD183+/CD227+)
161,4,Distal tubules (CD183+/CD227+)
162,0,Proximal tubules (CD183++/CD227-)
163,4,Distal tubules (CD183+/CD227+)
164,4,Distal tubules (CD183+/CD227+)
165,4,Distal tubules (CD183+/CD227+)
166,3,Endothelial cells (CD31+)
167,4,Distal tubules (CD183+/CD227+)
168,4,Distal tubules (CD183+/CD227+)
169,0,Proximal tubules (CD183++/CD227-)
170,0,Proximal tubules (CD183++/CD227-)
171,4,Distal tubules (CD183+/CD227+)
172,1,VSMCs (aSMA+)
173,0,Proximal tubules (CD183++/CD227-)
174,4,Distal tubules (CD183+/CD227+)
175,0,Proximal tubules (CD183++/CD227-)
176,3,Endothelial cells (CD31+)
177,0,Proximal tubules (CD183++/CD227-)
178,4,Distal tubules (CD183+/CD227+)
179,7,Endothelial cells (CD31+/CD196+)
180,0,Proximal tubules (CD183++/CD227-)
181,8,Macrophages (CD45+/CD68+)
182,1,VSMCs (aSMA+)
183,8,Macrophages (CD45+/CD68+)
184,0,Proximal tubules (CD183++/CD227-)
185,1,VSMCs (aSMA+)
186,4,Distal tubules (CD183+/CD227+)
187,0,Proximal tubules (CD183++/CD227-)
188,4,Distal tubules (CD183+/CD227+)
189,4,Distal tubules (CD183+/CD227+)
190,0,Proximal tubules (CD183++/CD227-)
191,0,Proximal tubules (CD183++/CD227-)
192,0,Proximal tubules (CD183++/CD227-)
193,4,Distal tubules (CD183+/CD227+)
194,4,Distal tubules (CD183+/CD227+)
195,4,Distal tubules (CD183+/CD227+)
196,0,Proximal tubules (CD183++/CD227-)
197,4,Distal tubules (CD183+/CD227+)
198,0,Proximal tubules (CD183++/CD227-)
199,0,Proximal tubules (CD183++/CD227-)
200,1,VSMCs (aSMA+)
201,4,Distal tubules (CD183+/CD227+)
202,0,Proximal tubules (CD183++/CD227-)
203,0,Proximal tubules (CD183++/CD227-)
204,1,VSMCs (aSMA+)
205,1,VSMCs (aSMA+)
206,4,Distal tubules (CD183+/CD227+)
207,0,Proximal tubules (CD183++/CD227-)
208,0,Proximal tubules (CD183++/CD227-)
209,0,Proximal tubules (CD183++/CD227-)
210,0,Proximal tubules (CD183++/CD227-)
211,2,Immune cells (CD45+)
212,0,Proximal tubules (CD183++/CD227-)
213,2,Immune cells (CD45+)
214,4,Distal tubules (CD183+/CD227+)
215,0,Proximal tubules (CD183++/CD227-)
216,4,Distal tubules (CD183+/CD227+)
217,4,Distal tubules (CD183+/CD227+)
218,0,Proximal tubules (CD183++/CD227-)
219,4,Distal tubules (CD183+/CD227+)
220,0,Proximal tubules (CD183++/CD227-)
221,4,Distal tubules (CD183+/CD227+)
222,4,Distal tubules (CD183+/CD227+)
223,4,Distal tubules (CD183+/CD227+)
224,0,Proximal tubules (CD183++/CD227-)
225,3,Endothelial cells (CD31+)
226,5,Low expressing cells
227,1,VSMCs (aSMA+)
228,3,Endothelial cells (CD31+)
229,4,Distal tubules (CD183+/CD227+)
230,4,Distal tubules (CD183+/CD227+)
231,4,Distal tubules (CD183+/CD227+)
232,1,VSMCs (aSMA+)
233,4,Distal tubules (CD183+/CD227+)
234,4,Distal tubules (CD183+/CD227+)
235,3,Endothelial cells (CD31+)
236,4,Distal tubules (CD183+/CD227+)
237,0,Proximal tubules (CD183++/CD227-)
238,0,Proximal tubules (CD183++/CD227-)
239,4,Distal tubules (CD183+/CD227+)
240,4,Distal tubules (CD183+/CD227+)
241,0,Proximal tubules (CD183++/CD227-)
242,4,Distal tubules (CD183+/CD227+)
243,3,Endothelial cells (CD31+)
244,0,Proximal tubules (CD183++/CD227-)
245,0,Proximal tubules (CD183++/CD227-)
246,0,Proximal tubules (CD183++/CD227-)
247,1,VSMCs (aSMA+)
248,4,Distal tubules (CD183+/CD227+)
249,5,Low expressing cells
250,2,Immune cells (CD45+)
251,4,Distal tubules (CD183+/CD227+)
252,6,Basement membrane (collagenIV+/Perlecan+)
253,0,Proximal tubules (CD183++/CD227-)
254,4,Distal tubules (CD183+/CD227+)
255,0,Proximal tubules (CD183++/CD227-)
256,0,Proximal tubules (CD183++/CD227-)
257,4,Distal tubules (CD183+/CD227+)
258,4,Distal tubules (CD183+/CD227+)
259,4,Distal tubules (CD183+/CD227+)
260,0,Proximal tubules (CD183++/CD227-)
261,4,Distal tubules (CD183+/CD227+)
262,0,Proximal tubules (CD183++/CD227-)
263,4,Distal tubules (CD183+/CD227+)
264,0,Proximal tubules (CD183++/CD227-)
265,5,Low expressing cells
266,4,Distal tubules (CD183+/CD227+)
267,4,Distal tubules (CD183+/CD227+)
268,6,Basement membrane (collagenIV+/Perlecan+)
269,4,Distal tubules (CD183+/CD227+)
270,0,Proximal tubules (CD183++/CD227-)
271,3,Endothelial cells (CD31+)
272,0,Proximal tubules (CD183++/CD227-)
273,4,Distal tubules (CD183+/CD227+)
274,6,Basement membrane (collagenIV+/Perlecan+)
275,0,Proximal tubules (CD183++/CD227-)
276,0,Proximal tubules (CD183++/CD227-)
277,4,Distal tubules (CD183+/CD227+)
278,4,Distal tubules (CD183+/CD227+)
279,3,Endothelial cells (CD31+)
280,0,Proximal tubules (CD183++/CD227-)
281,1,VSMCs (aSMA+)
282,4,Distal tubules (CD183+/CD227+)
283,1,VSMCs (aSMA+)
284,4,Distal tubules (CD183+/CD227+)
285,1,VSMCs (aSMA+)
286,5,Low expressing cells
287,8,Macrophages (CD45+/CD68+)
288,0,Proximal tubules (CD183++/CD227-)
289,6,Basement membrane (collagenIV+/Perlecan+)
290,0,Proximal tubules (CD183++/CD227-)
291,0,Proximal tubules (CD183++/CD227-)
292,0,Proximal tubules (CD183++/CD227-)
293,3,Endothelial cells (CD31+)
294,0,Proximal tubules (CD183++/CD227-)
295,2,Immune cells (CD45+)
296,4,Distal tubules (CD183+/CD227+)
297,0,Proximal tubules (CD183++/CD227-)
298,0,Proximal tubules (CD183++/CD227-)
299,1,VSMCs (aSMA+)
300,3,Endothelial cells (CD31+)
301,0,Proximal tubules (CD183++/CD227-)
302,4,Distal tubules (CD183+/CD227+)
303,1,VSMCs (aSMA+)
304,0,Proximal tubules (CD183++/CD227-)
305,0,Proximal tubules (CD183++/CD227-)
306,0,Proximal tubules (CD183++/CD227-)
307,0,Proximal tubules (CD183++/CD227-)
308,4,Distal tubules (CD183+/CD227+)
309,0,Proximal tubules (CD183++/CD227-)
310,0,Proximal tubules (CD183++/CD227-)
311,0,Proximal tubules (CD183++/CD227-)
312,0,Proximal tubules (CD183++/CD227-)
313,0,Proximal tubules (CD183++/CD227-)
314,0,Proximal tubules (CD183++/CD227-)
315,0,Proximal tubules (CD183++/CD227-)
316,0,Proximal tubules (CD183++/CD227-)
317,3,Endothelial cells (CD31+)
318,4,Distal tubules (CD183+/CD227+)
319,6,Basement membrane (collagenIV+/Perlecan+)
320,0,Proximal tubules (CD183++/CD227-)
321,0,Proximal tubules (CD183++/CD227-)
322,0,Proximal tubules (CD183++/CD227-)
323,4,Distal tubules (CD183+/CD227+)
324,2,Immune cells (CD45+)
325,0,Proximal tubules (CD183++/CD227-)
326,0,Proximal tubules (CD183++/CD227-)
327,0,Proximal tubules (CD183++/CD227-)
328,0,Proximal tubules (CD183++/CD227-)
329,4,Distal tubules (CD183+/CD227+)
330,6,Basement membrane (collagenIV+/Perlecan+)
331,0,Proximal tubules (CD183++/CD227-)
332,0,Proximal tubules (CD183++/CD227-)
333,4,Distal tubules (CD183+/CD227+)
