CELL_ID,VALUE,ANNOTATION_LABEL
1,13,Cluster 13 - ECad+ distal tubule cells
2,13,Cluster 13 - ECad+ distal tubule cells
3,13,Cluster 13 - ECad+ distal tubule cells
4,13,Cluster 13 - ECad+ distal tubule cells
5,13,Cluster 13 - ECad+ distal tubule cells
6,4,Cluster 4 - Keratin+ proximal tubule cells
7,13,Cluster 13 - ECad+ distal tubule cells
8,4,Cluster 4 - Keratin+ proximal tubule cells
9,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
10,4,Cluster 4 - Keratin+ proximal tubule cells
11,4,Cluster 4 - Keratin+ proximal tubule cells
12,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
13,4,Cluster 4 - Keratin+ proximal tubule cells
14,13,Cluster 13 - ECad+ distal tubule cells
15,4,Cluster 4 - Keratin+ proximal tubule cells
16,13,Cluster 13 - ECad+ distal tubule cells
17,4,Cluster 4 - Keratin+ proximal tubule cells
18,4,Cluster 4 - Keratin+ proximal tubule cells
19,12,Cluster 12 - ECad+ Keratin+ tubule cells
20,12,Cluster 12 - ECad+ Keratin+ tubule cells
21,4,Cluster 4 - Keratin+ proximal tubule cells
22,12,Cluster 12 - ECad+ Keratin+ tubule cells
23,4,Cluster 4 - Keratin+ proximal tubule cells
24,4,Cluster 4 - Keratin+ proximal tubule cells
25,12,Cluster 12 - ECad+ Keratin+ tubule cells
26,4,Cluster 4 - Keratin+ proximal tubule cells
27,4,Cluster 4 - Keratin+ proximal tubule cells
28,0,Cluster 0 - CD14+ CD163+ CD68+ Macrophages
29,12,Cluster 12 - ECad+ Keratin+ tubule cells
30,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
31,4,Cluster 4 - Keratin+ proximal tubule cells
32,1,Cluster 1 - CD3e+ CD8+ T cells
33,12,Cluster 12 - ECad+ Keratin+ tubule cells
34,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
35,4,Cluster 4 - Keratin+ proximal tubule cells
36,12,Cluster 12 - ECad+ Keratin+ tubule cells
37,4,Cluster 4 - Keratin+ proximal tubule cells
38,4,Cluster 4 - Keratin+ proximal tubule cells
39,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
40,4,Cluster 4 - Keratin+ proximal tubule cells
41,4,Cluster 4 - Keratin+ proximal tubule cells
42,4,Cluster 4 - Keratin+ proximal tubule cells
43,12,Cluster 12 - ECad+ Keratin+ tubule cells
44,4,Cluster 4 - Keratin+ proximal tubule cells
45,12,Cluster 12 - ECad+ Keratin+ tubule cells
46,7,Cluster 7 - CD31+ CD34+ aSMA+ interstitial / smooth muscle cells
47,12,Cluster 12 - ECad+ Keratin+ tubule cells
48,12,Cluster 12 - ECad+ Keratin+ tubule cells
49,4,Cluster 4 - Keratin+ proximal tubule cells
